risk_budget,method,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_fixed_risk_utility,ci95_fixed_risk_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,mean_precondition_violation,ci95_precondition_violation,mean_damage_rate,ci95_damage_rate,mean_irreversible_commitment,ci95_irreversible_commitment,mean_wasted_action,ci95_wasted_action,groups
0.034,risk_aware_tamp,1,0.50625,0.04327,0.313911,0.044629,-0.036866,0.000775,0.0,0.0,0.084328,0.003874,0.116456,0.00712,0.048719,0.002055,0.061691,0.003106,0.106662,0.00516,80
0.034,risk_aware_tamp,2,0.49375,0.044425,0.301676,0.046278,-0.036828,0.00079,0.0,0.0,0.084138,0.003952,0.116106,0.007238,0.048828,0.002121,0.061031,0.00335,0.107283,0.005147,80
0.034,risk_aware_tamp,3,0.5,0.046851,0.307242,0.049706,-0.036931,0.000793,0.0,0.0,0.084653,0.003965,0.117152,0.007269,0.048651,0.002018,0.06241,0.003202,0.106434,0.005305,80
0.034,risk_aware_tamp,4,0.5375,0.047201,0.345322,0.051348,-0.036849,0.000766,0.0,0.0,0.084245,0.00383,0.116028,0.007147,0.048771,0.001993,0.061854,0.003061,0.105892,0.005238,80
0.034,risk_aware_tamp,5,0.464583,0.048164,0.271802,0.050644,-0.03689,0.000781,0.0,0.0,0.08445,0.003907,0.11655,0.007275,0.049309,0.001754,0.060896,0.003279,0.107637,0.005212,80
0.034,risk_aware_tamp,6,0.514583,0.037747,0.321806,0.040555,-0.036886,0.000787,0.0,0.0,0.084429,0.003934,0.116867,0.007403,0.048823,0.00195,0.061392,0.00308,0.106674,0.00526,80
0.034,risk_aware_tamp,7,0.491667,0.040219,0.29949,0.043025,-0.036865,0.000784,0.0,0.0,0.084323,0.003918,0.115723,0.007196,0.048939,0.002009,0.061915,0.003184,0.107012,0.005265,80
0.034,risk_aware_tamp,8,0.50625,0.047723,0.313298,0.050049,-0.036944,0.000779,0.0,0.0,0.08472,0.003894,0.116139,0.007232,0.050188,0.001988,0.061642,0.003171,0.106977,0.005289,80
0.034,risk_aware_tamp,9,0.489583,0.045142,0.297375,0.04651,-0.03687,0.000776,0.0,0.0,0.084351,0.003881,0.116745,0.007249,0.047835,0.001987,0.062205,0.003299,0.107753,0.005191,80
0.034,learned_contact_belief_state,0,0.535417,0.042976,0.372131,0.042846,-0.036619,0.000781,0.0,0.0,0.083096,0.003905,0.101595,0.005985,0.059925,0.002858,0.074223,0.004374,0.093857,0.004676,80
0.034,learned_contact_belief_state,1,0.5125,0.043786,0.349736,0.046458,-0.036551,0.000759,0.0,0.0,0.082756,0.003796,0.100899,0.005912,0.060074,0.002691,0.073569,0.004261,0.092983,0.004581,80
0.034,learned_contact_belief_state,2,0.529167,0.046407,0.366384,0.049056,-0.036528,0.000783,0.0,0.0,0.082638,0.003917,0.101407,0.006236,0.05937,0.002746,0.073223,0.004504,0.093419,0.004325,80
0.034,learned_contact_belief_state,3,0.508333,0.051944,0.346382,0.054768,-0.036477,0.000781,0.0,0.0,0.082384,0.003905,0.100116,0.00591,0.059531,0.002914,0.073768,0.00455,0.09319,0.004539,80
0.034,learned_contact_belief_state,4,0.525,0.041541,0.362916,0.044057,-0.03654,0.000767,0.0,0.0,0.082699,0.003837,0.100835,0.005994,0.059921,0.002745,0.073614,0.004313,0.092344,0.00463,80
0.034,learned_contact_belief_state,5,0.516667,0.045978,0.354842,0.048378,-0.036488,0.000765,0.0,0.0,0.082441,0.003823,0.100214,0.005823,0.059745,0.002707,0.073594,0.004518,0.092104,0.004443,80
0.034,learned_contact_belief_state,6,0.547917,0.046559,0.386395,0.047208,-0.036432,0.000766,0.0,0.0,0.082158,0.00383,0.099973,0.005914,0.058615,0.002708,0.073907,0.004574,0.093507,0.004368,80
0.034,learned_contact_belief_state,7,0.49375,0.047368,0.330714,0.050566,-0.03655,0.000775,0.0,0.0,0.082748,0.003873,0.101035,0.005955,0.059466,0.002801,0.073121,0.004364,0.09364,0.004503,80
0.034,learned_contact_belief_state,8,0.508333,0.051618,0.345695,0.053391,-0.03653,0.000795,0.0,0.0,0.082651,0.003975,0.100951,0.006116,0.059752,0.002845,0.072834,0.004579,0.093494,0.0045,80
0.034,learned_contact_belief_state,9,0.522917,0.046758,0.360611,0.049707,-0.036543,0.000786,0.0,0.0,0.082713,0.00393,0.100712,0.006097,0.060173,0.002776,0.073341,0.004385,0.092949,0.004641,80
0.034,damage_aware_planner,0,0.491667,0.042663,0.285826,0.043553,-0.037648,0.000842,0.0,0.0,0.088239,0.004211,0.130144,0.008146,0.044883,0.001786,0.061964,0.003318,0.111872,0.005708,80
0.034,damage_aware_planner,1,0.485417,0.046195,0.279568,0.047884,-0.037591,0.000843,0.0,0.0,0.087956,0.004216,0.128945,0.008061,0.04534,0.001882,0.061334,0.003257,0.111382,0.005704,80
0.034,damage_aware_planner,2,0.429167,0.047486,0.223196,0.048172,-0.037615,0.00084,0.0,0.0,0.088075,0.004199,0.129545,0.008045,0.045116,0.001681,0.062372,0.003221,0.110875,0.005814,80
0.034,damage_aware_planner,3,0.477083,0.047118,0.271662,0.049114,-0.037601,0.000832,0.0,0.0,0.088005,0.004158,0.129083,0.007797,0.045252,0.001947,0.061745,0.003428,0.112213,0.005565,80
0.034,damage_aware_planner,4,0.46875,0.040717,0.263422,0.042469,-0.037595,0.000825,0.0,0.0,0.087974,0.004124,0.130074,0.008118,0.044305,0.001654,0.062066,0.003183,0.111252,0.00564,80
0.034,damage_aware_planner,5,0.460417,0.041191,0.255198,0.042054,-0.037554,0.000835,0.0,0.0,0.087768,0.004175,0.128671,0.008087,0.045521,0.001702,0.061292,0.003386,0.111297,0.005583,80
0.034,damage_aware_planner,6,0.495833,0.049642,0.289995,0.052171,-0.037612,0.000825,0.0,0.0,0.08806,0.004123,0.129276,0.008019,0.045303,0.001647,0.061607,0.003366,0.112165,0.005584,80
0.034,damage_aware_planner,7,0.4625,0.041081,0.257149,0.044541,-0.037545,0.00082,0.0,0.0,0.087723,0.004099,0.128856,0.007955,0.044874,0.001684,0.061385,0.003261,0.111,0.005605,80
0.034,damage_aware_planner,8,0.479167,0.044399,0.274141,0.046458,-0.037587,0.000822,0.0,0.0,0.087937,0.004109,0.129086,0.007981,0.045202,0.001749,0.061191,0.003081,0.111965,0.00572,80
0.034,damage_aware_planner,9,0.527083,0.04592,0.321245,0.047453,-0.037621,0.000839,0.0,0.0,0.088105,0.004196,0.129099,0.008028,0.04514,0.001751,0.062355,0.003256,0.111803,0.005805,80
0.034,proposed_contact_belief_tamp_v4,0,0.56875,0.045272,0.473487,0.046084,-0.024163,0.016527,0.0125,0.0245,0.062586,0.002524,0.062979,0.003866,0.04451,0.001637,0.061153,0.003226,0.072487,0.003114,80
0.034,proposed_contact_belief_tamp_v4,1,0.575,0.046088,0.477954,0.047488,-0.026422,0.012378,0.0125,0.0245,0.063282,0.002623,0.063425,0.003879,0.04528,0.001829,0.061632,0.003184,0.073711,0.003124,80
0.034,proposed_contact_belief_tamp_v4,2,0.55625,0.039815,0.459129,0.040125,-0.02639,0.012479,0.0125,0.0245,0.063345,0.00262,0.063014,0.003915,0.046239,0.001847,0.061353,0.003303,0.074188,0.003233,80
0.034,proposed_contact_belief_tamp_v4,3,0.53125,0.04274,0.434453,0.042801,-0.032674,0.000519,0.0,0.0,0.06337,0.002595,0.063884,0.003982,0.045696,0.001734,0.061917,0.003327,0.072831,0.002871,80
0.034,proposed_contact_belief_tamp_v4,4,0.566667,0.040926,0.471413,0.041908,-0.00747,0.028848,0.0375,0.041895,0.062643,0.002618,0.061826,0.004088,0.044569,0.001853,0.062208,0.003271,0.0729,0.003005,80
0.034,proposed_contact_belief_tamp_v4,5,0.55625,0.044615,0.460266,0.045437,-0.032595,0.000516,0.0,0.0,0.062977,0.002578,0.062555,0.003879,0.045116,0.001724,0.0622,0.003347,0.073168,0.002743,80
0.034,proposed_contact_belief_tamp_v4,6,0.566667,0.042146,0.470207,0.042448,-0.024274,0.016534,0.0125,0.0245,0.063134,0.002576,0.063062,0.004001,0.044907,0.001728,0.061458,0.003099,0.074201,0.003044,80
0.034,proposed_contact_belief_tamp_v4,7,0.527083,0.047011,0.430322,0.047291,-0.02848,0.008352,0.0125,0.0245,0.063294,0.002635,0.062514,0.004101,0.045868,0.001779,0.062526,0.003194,0.073631,0.002874,80
0.034,proposed_contact_belief_tamp_v4,8,0.55625,0.043851,0.459845,0.045111,-0.015888,0.023217,0.025,0.034428,0.062957,0.002618,0.062669,0.004072,0.045236,0.001636,0.061547,0.003389,0.073935,0.002905,80
0.034,proposed_contact_belief_tamp_v4,9,0.59375,0.042641,0.497696,0.043901,-0.022157,0.020597,0.0125,0.0245,0.062946,0.002617,0.061976,0.003978,0.045538,0.001771,0.062038,0.00328,0.072953,0.003037,80
0.034,contact_belief_branch_audit_v5,0,0.63125,0.047457,0.613704,0.048049,0.362874,0.08125,0.5875,0.108557,0.032213,0.001348,0.01873,0.00216,0.025584,0.001136,0.033992,0.001793,0.045871,0.001857,80
0.034,contact_belief_branch_audit_v5,1,0.633333,0.043642,0.615456,0.043709,0.373607,0.078421,0.625,0.106757,0.03234,0.001395,0.018032,0.002162,0.025755,0.00125,0.03386,0.001754,0.047404,0.002131,80
0.034,contact_belief_branch_audit_v5,2,0.641667,0.044294,0.623459,0.044573,0.379214,0.080866,0.6,0.108031,0.032417,0.001329,0.018987,0.002135,0.025549,0.001182,0.033866,0.001792,0.047225,0.001881,80
0.034,contact_belief_branch_audit_v5,3,0.629167,0.045748,0.611233,0.045511,0.28295,0.075631,0.4875,0.110224,0.032557,0.001344,0.018916,0.002193,0.02584,0.001108,0.033756,0.00194,0.047579,0.001906,80
0.034,contact_belief_branch_audit_v5,4,0.625,0.042106,0.607836,0.042644,0.392091,0.077988,0.625,0.106757,0.031953,0.00128,0.017991,0.00209,0.024423,0.001024,0.034444,0.001897,0.047315,0.001717,80
0.034,contact_belief_branch_audit_v5,5,0.629167,0.044627,0.61229,0.044284,0.375703,0.078183,0.625,0.106757,0.031872,0.001264,0.018414,0.002188,0.025123,0.001087,0.033003,0.001626,0.046242,0.001853,80
0.034,contact_belief_branch_audit_v5,6,0.6375,0.040166,0.619838,0.040644,0.406698,0.075095,0.6625,0.104273,0.032068,0.001289,0.019003,0.002058,0.02475,0.001081,0.033495,0.001776,0.046803,0.001833,80
0.034,contact_belief_branch_audit_v5,7,0.635417,0.041538,0.617119,0.042611,0.353799,0.080682,0.5625,0.109394,0.032433,0.001328,0.019528,0.002158,0.025593,0.001269,0.033604,0.001825,0.04653,0.001688,80
0.034,contact_belief_branch_audit_v5,8,0.610417,0.044615,0.593003,0.044883,0.333899,0.075011,0.575,0.109011,0.032281,0.001286,0.018204,0.002064,0.025869,0.000996,0.033993,0.001935,0.046378,0.001733,80
0.034,contact_belief_branch_audit_v5,9,0.627083,0.043967,0.609925,0.043893,0.35036,0.076328,0.6,0.108031,0.032009,0.001256,0.017528,0.001978,0.025037,0.001191,0.034689,0.001741,0.046975,0.001794,80
0.034,oracle_contact_outcome_planner,0,0.689583,0.038871,0.661901,0.039174,0.054213,0.049664,0.125,0.072929,0.038594,0.00109,0.021884,0.001801,0.033974,0.001081,0.042888,0.00143,0.049323,0.001744,80
0.034,oracle_contact_outcome_planner,1,0.65625,0.044766,0.628135,0.044837,0.070731,0.056559,0.1375,0.07594,0.038678,0.000988,0.021927,0.001921,0.034147,0.00108,0.042443,0.001478,0.050082,0.001178,80
0.034,oracle_contact_outcome_planner,2,0.627083,0.044349,0.59912,0.044313,0.060525,0.050905,0.1375,0.07594,0.038756,0.00105,0.021284,0.001966,0.034755,0.001109,0.042116,0.001522,0.050391,0.001264,80
0.034,oracle_contact_outcome_planner,3,0.660417,0.039603,0.632271,0.039655,0.075557,0.054899,0.1625,0.081351,0.038704,0.001092,0.023275,0.001762,0.03412,0.001257,0.041682,0.001502,0.049505,0.001502,80
0.034,oracle_contact_outcome_planner,4,0.65625,0.044005,0.628528,0.044353,0.098265,0.063038,0.175,0.083789,0.038592,0.001053,0.022513,0.001785,0.03398,0.00107,0.04163,0.001705,0.050309,0.001422,80
0.034,oracle_contact_outcome_planner,5,0.6625,0.042296,0.635532,0.042474,0.075101,0.058772,0.1375,0.07594,0.038336,0.00099,0.021428,0.001928,0.033516,0.000993,0.042547,0.001529,0.049774,0.001318,80
0.034,oracle_contact_outcome_planner,6,0.65625,0.035984,0.62904,0.036225,0.071092,0.055878,0.1375,0.07594,0.038388,0.001041,0.021731,0.001575,0.033317,0.001053,0.0431,0.00169,0.049647,0.001368,80
0.034,oracle_contact_outcome_planner,7,0.670833,0.040668,0.642473,0.040336,0.047434,0.047611,0.1125,0.069679,0.038795,0.000983,0.021936,0.00153,0.034623,0.001112,0.042057,0.001425,0.050432,0.001593,80
0.034,oracle_contact_outcome_planner,8,0.69375,0.047723,0.666751,0.048325,0.100776,0.064302,0.175,0.083789,0.038439,0.001108,0.021524,0.001794,0.034015,0.0012,0.042339,0.00155,0.048992,0.001407,80
0.034,oracle_contact_outcome_planner,9,0.677083,0.039131,0.648893,0.039406,0.075095,0.057884,0.1375,0.07594,0.038767,0.001054,0.022189,0.001679,0.034327,0.001205,0.042853,0.001496,0.04935,0.001517,80
0.034,oracle_hybrid_contact_planner,0,0.7,0.047353,0.687268,0.047777,0.305997,0.086977,0.45,0.109706,0.034004,0.000857,0.01435,0.001287,0.031539,0.001056,0.038546,0.001296,0.044422,0.001386,80
0.034,oracle_hybrid_contact_planner,1,0.704167,0.043087,0.691473,0.043411,0.325042,0.08595,0.475,0.110121,0.033595,0.000785,0.013537,0.001399,0.03122,0.000969,0.037569,0.001284,0.045081,0.001112,80
0.034,oracle_hybrid_contact_planner,2,0.677083,0.044387,0.663794,0.044403,0.311889,0.083209,0.4875,0.110224,0.033953,0.000702,0.013636,0.001335,0.031811,0.00095,0.038112,0.001192,0.045552,0.001054,80
0.034,oracle_hybrid_contact_planner,3,0.71875,0.043329,0.706121,0.043671,0.347519,0.088608,0.5,0.110259,0.033567,0.00072,0.012581,0.001384,0.032016,0.000969,0.037607,0.001214,0.045417,0.001154,80
0.034,oracle_hybrid_contact_planner,4,0.7125,0.04149,0.698855,0.041734,0.300513,0.087037,0.4375,0.109394,0.034169,0.000734,0.013975,0.001429,0.032165,0.001026,0.03885,0.0013,0.045142,0.00105,80
0.034,oracle_hybrid_contact_planner,5,0.691667,0.041945,0.678088,0.041919,0.275785,0.080679,0.4375,0.109394,0.034123,0.000738,0.015115,0.001424,0.03125,0.001022,0.038232,0.001243,0.045561,0.001129,80
0.034,oracle_hybrid_contact_planner,6,0.7,0.036936,0.68668,0.037047,0.324488,0.084131,0.4875,0.110224,0.033871,0.000743,0.014195,0.00136,0.031189,0.000931,0.03875,0.001076,0.044718,0.001241,80
0.034,oracle_hybrid_contact_planner,7,0.677083,0.039131,0.663953,0.039625,0.33104,0.084939,0.4875,0.110224,0.033756,0.000738,0.01344,0.001215,0.031834,0.000952,0.037678,0.00123,0.045512,0.001192,80
0.034,oracle_hybrid_contact_planner,8,0.697917,0.041129,0.684749,0.041351,0.341237,0.086565,0.5,0.110259,0.034008,0.00073,0.014565,0.001297,0.031439,0.000829,0.038093,0.001192,0.044884,0.001205,80
0.034,oracle_hybrid_contact_planner,9,0.664583,0.044063,0.651133,0.044412,0.286367,0.082594,0.4375,0.109394,0.034019,0.000746,0.014813,0.001417,0.031296,0.001051,0.038053,0.001186,0.044989,0.00103,80
0.038,deterministic_symbolic_tamp,0,0.3,0.044027,-0.041281,0.043599,-0.052494,0.001811,0.0,0.0,0.162469,0.009056,0.245996,0.014373,0.103706,0.00597,0.118491,0.008999,0.176197,0.010683,80
0.038,deterministic_symbolic_tamp,1,0.316667,0.043331,-0.029725,0.047248,-0.052598,0.001823,0.0,0.0,0.162992,0.009117,0.246893,0.014449,0.103641,0.005971,0.118989,0.009039,0.177732,0.010787,80
0.038,deterministic_symbolic_tamp,2,0.347917,0.039921,-0.000546,0.043722,-0.052566,0.001828,0.0,0.0,0.162829,0.009139,0.247859,0.014526,0.102784,0.005935,0.119381,0.008831,0.176596,0.011015,80
0.038,deterministic_symbolic_tamp,3,0.354167,0.042455,-0.001723,0.04693,-0.052537,0.001818,0.0,0.0,0.162683,0.009091,0.247071,0.014584,0.103073,0.005972,0.118802,0.00887,0.176804,0.01073,80
0.038,deterministic_symbolic_tamp,4,0.364583,0.043909,0.009823,0.048926,-0.052547,0.001807,0.0,0.0,0.162733,0.009033,0.245873,0.014431,0.104473,0.005923,0.118927,0.008987,0.176725,0.010561,80
0.038,deterministic_symbolic_tamp,5,0.310417,0.042996,-0.034664,0.046263,-0.052482,0.001807,0.0,0.0,0.162411,0.009037,0.24569,0.014407,0.103733,0.005877,0.119329,0.008992,0.175961,0.010841,80
0.038,deterministic_symbolic_tamp,6,0.333333,0.050326,-0.01223,0.055469,-0.052686,0.00182,0.0,0.0,0.163429,0.009101,0.248138,0.014813,0.104327,0.005807,0.119368,0.008893,0.176981,0.010615,80
0.038,deterministic_symbolic_tamp,7,0.34375,0.048391,-0.003973,0.05243,-0.052637,0.001825,0.0,0.0,0.163185,0.009124,0.246823,0.014496,0.103931,0.005926,0.120169,0.009013,0.17646,0.010888,80
0.038,deterministic_symbolic_tamp,8,0.320833,0.046407,-0.02058,0.049055,-0.052595,0.001809,0.0,0.0,0.162975,0.009046,0.247053,0.014479,0.103896,0.005886,0.118971,0.008875,0.17702,0.010935,80
0.038,deterministic_symbolic_tamp,9,0.295833,0.041895,-0.044313,0.044048,-0.052573,0.001793,0.0,0.0,0.162865,0.008963,0.246071,0.014446,0.103551,0.00572,0.11939,0.008957,0.177124,0.010574,80
0.038,robust_geometric_tamp,0,0.404167,0.049232,0.087462,0.054357,-0.047362,0.001481,0.0,0.0,0.136812,0.007405,0.207234,0.012576,0.081099,0.004288,0.096641,0.00664,0.158399,0.009281,80
0.038,robust_geometric_tamp,1,0.404167,0.040998,0.080283,0.049492,-0.047394,0.001444,0.0,0.0,0.136971,0.007218,0.207931,0.012131,0.080545,0.004234,0.096741,0.006638,0.159197,0.008998,80
0.038,robust_geometric_tamp,2,0.402083,0.041781,0.080511,0.044585,-0.047393,0.001464,0.0,0.0,0.136964,0.00732,0.208246,0.012337,0.081086,0.004417,0.096858,0.006547,0.157322,0.009051,80
0.038,robust_geometric_tamp,3,0.370833,0.040668,0.047238,0.049944,-0.047405,0.001475,0.0,0.0,0.137024,0.007373,0.207423,0.012465,0.080811,0.004422,0.097141,0.006639,0.158801,0.009276,80
0.038,robust_geometric_tamp,4,0.4125,0.050652,0.097471,0.053965,-0.047487,0.001479,0.0,0.0,0.137436,0.007396,0.208447,0.012557,0.081621,0.004465,0.097456,0.006561,0.15867,0.009195,80
0.038,robust_geometric_tamp,5,0.375,0.045941,0.060324,0.047402,-0.047402,0.001455,0.0,0.0,0.137011,0.007274,0.207613,0.012536,0.08101,0.00417,0.09689,0.006623,0.159076,0.009028,80
0.038,robust_geometric_tamp,6,0.4,0.044485,0.078188,0.049361,-0.04744,0.001472,0.0,0.0,0.1372,0.007359,0.208201,0.012415,0.08118,0.004343,0.097265,0.006765,0.158648,0.009224,80
0.038,robust_geometric_tamp,7,0.358333,0.04505,0.035559,0.049677,-0.047435,0.001469,0.0,0.0,0.137174,0.007345,0.207609,0.012434,0.081878,0.004292,0.096661,0.00677,0.158797,0.009286,80
0.038,robust_geometric_tamp,8,0.366667,0.046634,0.046485,0.046572,-0.047448,0.00147,0.0,0.0,0.137242,0.00735,0.20767,0.012448,0.081325,0.004301,0.097825,0.006706,0.157908,0.009327,80
0.038,robust_geometric_tamp,9,0.385417,0.043717,0.063149,0.04914,-0.047326,0.001467,0.0,0.0,0.136629,0.007337,0.206583,0.012357,0.081062,0.004307,0.097034,0.006718,0.157988,0.009255,80
0.038,receding_horizon_mpc,0,0.4125,0.047201,0.126055,0.049202,-0.045227,0.001324,0.0,0.0,0.126133,0.006621,0.18106,0.010793,0.078665,0.004172,0.095896,0.006567,0.144346,0.007967,80
0.038,receding_horizon_mpc,1,0.4375,0.042056,0.150417,0.047092,-0.045312,0.001322,0.0,0.0,0.126561,0.00661,0.181583,0.010778,0.07936,0.004052,0.095859,0.006628,0.144425,0.00806,80
0.038,receding_horizon_mpc,2,0.466667,0.047353,0.181567,0.053291,-0.045301,0.001339,0.0,0.0,0.126503,0.006697,0.181918,0.010763,0.079301,0.004224,0.095593,0.006497,0.143746,0.008168,80
0.038,receding_horizon_mpc,3,0.402083,0.047457,0.118555,0.051735,-0.045157,0.001338,0.0,0.0,0.125785,0.006691,0.180563,0.010706,0.078646,0.004259,0.095783,0.006729,0.143578,0.008136,80
0.038,receding_horizon_mpc,4,0.439583,0.042003,0.154379,0.042887,-0.045157,0.001325,0.0,0.0,0.125783,0.006627,0.181134,0.01078,0.078679,0.004121,0.094615,0.006404,0.143545,0.007989,80
0.038,receding_horizon_mpc,5,0.460417,0.046214,0.174895,0.050998,-0.045259,0.001319,0.0,0.0,0.126295,0.006596,0.181466,0.01056,0.078769,0.004174,0.095702,0.006496,0.144393,0.008226,80
0.038,receding_horizon_mpc,6,0.435417,0.044063,0.153036,0.050049,-0.045249,0.001336,0.0,0.0,0.126243,0.006678,0.181548,0.010841,0.078701,0.004045,0.095824,0.006497,0.143658,0.008421,80
0.038,receding_horizon_mpc,7,0.441667,0.047955,0.158921,0.054833,-0.045263,0.001325,0.0,0.0,0.126317,0.006624,0.181055,0.010605,0.078855,0.004155,0.096586,0.006584,0.143732,0.008141,80
0.038,receding_horizon_mpc,8,0.46875,0.038588,0.183338,0.040859,-0.045174,0.001333,0.0,0.0,0.125871,0.006665,0.180275,0.010855,0.078775,0.004168,0.095577,0.006315,0.143994,0.008304,80
0.038,receding_horizon_mpc,9,0.452083,0.048687,0.169857,0.052198,-0.045204,0.001322,0.0,0.0,0.126021,0.00661,0.180473,0.010804,0.07877,0.004004,0.095552,0.006564,0.144242,0.00798,80
0.038,learned_failure_classifier,0,0.4,0.044863,0.142879,0.049631,-0.043579,0.001213,0.0,0.0,0.117897,0.006066,0.16497,0.009641,0.07495,0.003894,0.092439,0.006213,0.133196,0.007282,80
0.038,learned_failure_classifier,1,0.441667,0.043136,0.183068,0.048511,-0.043595,0.001217,0.0,0.0,0.117973,0.006086,0.16589,0.009668,0.075085,0.003994,0.091459,0.006085,0.132319,0.007346,80
0.038,learned_failure_classifier,2,0.45,0.045904,0.192335,0.051635,-0.043599,0.001247,0.0,0.0,0.117993,0.006237,0.165311,0.010012,0.075285,0.003902,0.092325,0.00628,0.132065,0.007389,80
0.038,learned_failure_classifier,3,0.458333,0.0452,0.202191,0.050394,-0.043462,0.001224,0.0,0.0,0.117312,0.006122,0.164371,0.009777,0.074651,0.003934,0.09123,0.006086,0.132103,0.007367,80
0.038,learned_failure_classifier,4,0.479167,0.047344,0.222899,0.050401,-0.043571,0.001211,0.0,0.0,0.117856,0.006056,0.165554,0.009802,0.074936,0.003731,0.09223,0.00591,0.131467,0.007388,80
0.038,learned_failure_classifier,5,0.445833,0.042216,0.189499,0.044161,-0.04358,0.001227,0.0,0.0,0.117902,0.006137,0.16547,0.009963,0.074892,0.003797,0.092135,0.006094,0.132257,0.007544,80
0.038,learned_failure_classifier,6,0.48125,0.047564,0.226634,0.049715,-0.043456,0.001213,0.0,0.0,0.117282,0.006066,0.164703,0.009716,0.074468,0.003941,0.091161,0.005957,0.131309,0.007208,80
0.038,learned_failure_classifier,7,0.447917,0.049852,0.191506,0.053679,-0.043595,0.001218,0.0,0.0,0.117973,0.006088,0.166234,0.009884,0.07543,0.003834,0.091353,0.006092,0.131363,0.007245,80
0.038,learned_failure_classifier,8,0.441667,0.049,0.184723,0.052595,-0.043488,0.001233,0.0,0.0,0.117442,0.006163,0.164374,0.009791,0.07457,0.004143,0.091521,0.006107,0.131939,0.007216,80
0.038,learned_failure_classifier,9,0.422917,0.041477,0.165584,0.044512,-0.043512,0.00124,0.0,0.0,0.117559,0.0062,0.165166,0.009861,0.07477,0.004104,0.09163,0.006155,0.131556,0.007436,80
0.038,ensemble_belief_planner,0,0.477083,0.04783,0.257315,0.053228,-0.040312,0.00103,0.0,0.0,0.10156,0.005149,0.136203,0.008174,0.068252,0.003406,0.083009,0.005154,0.117287,0.006342,80
0.038,ensemble_belief_planner,1,0.460417,0.044349,0.240376,0.049624,-0.040285,0.001013,0.0,0.0,0.101426,0.005064,0.136791,0.007983,0.068485,0.003426,0.083012,0.005293,0.116272,0.006176,80
0.038,ensemble_belief_planner,2,0.433333,0.040926,0.212779,0.043558,-0.04034,0.001032,0.0,0.0,0.101702,0.005162,0.135967,0.008195,0.068961,0.003447,0.083665,0.005356,0.116911,0.006446,80
0.038,ensemble_belief_planner,3,0.447917,0.041334,0.227884,0.04452,-0.040302,0.001042,0.0,0.0,0.101508,0.005208,0.13618,0.008253,0.06861,0.003551,0.081966,0.005495,0.11745,0.006149,80
0.038,ensemble_belief_planner,4,0.45625,0.047475,0.236387,0.052627,-0.040337,0.001033,0.0,0.0,0.101683,0.005164,0.135904,0.008209,0.069488,0.003399,0.083109,0.005398,0.116567,0.006339,80
0.038,ensemble_belief_planner,5,0.479167,0.046262,0.258293,0.050863,-0.040384,0.001034,0.0,0.0,0.101919,0.005169,0.135598,0.008116,0.069184,0.00359,0.08407,0.005239,0.11784,0.006321,80
0.038,ensemble_belief_planner,6,0.43125,0.04452,0.210582,0.046898,-0.040363,0.001035,0.0,0.0,0.101816,0.005176,0.136475,0.008081,0.069188,0.003641,0.083193,0.005264,0.116768,0.006336,80
0.038,ensemble_belief_planner,7,0.477083,0.043387,0.256764,0.045956,-0.04034,0.001024,0.0,0.0,0.101699,0.005118,0.137248,0.008182,0.068173,0.003427,0.082849,0.005247,0.117323,0.006293,80
0.038,ensemble_belief_planner,8,0.520833,0.044399,0.300329,0.048403,-0.040287,0.001034,0.0,0.0,0.101436,0.005172,0.135489,0.008135,0.068476,0.003431,0.083218,0.005394,0.117828,0.006394,80
0.038,ensemble_belief_planner,9,0.470833,0.038448,0.250155,0.039394,-0.040369,0.001021,0.0,0.0,0.101843,0.005103,0.136867,0.008006,0.069292,0.003483,0.082426,0.005352,0.116876,0.006156,80
0.038,conformal_risk_tamp,0,0.425,0.047531,0.18939,0.048334,-0.040268,0.001043,0.0,0.0,0.101339,0.005217,0.142355,0.009044,0.060998,0.003034,0.074358,0.00452,0.12727,0.006789,80
0.038,conformal_risk_tamp,1,0.414583,0.037207,0.175753,0.039251,-0.040417,0.001048,0.0,0.0,0.102084,0.005238,0.144463,0.008869,0.061519,0.003118,0.074558,0.004501,0.12797,0.007066,80
0.038,conformal_risk_tamp,2,0.470833,0.048541,0.232871,0.052643,-0.040373,0.001025,0.0,0.0,0.101867,0.005126,0.143602,0.008782,0.061059,0.002969,0.074992,0.004496,0.127812,0.006764,80
0.038,conformal_risk_tamp,3,0.425,0.041459,0.187833,0.047066,-0.040375,0.001016,0.0,0.0,0.101876,0.00508,0.143905,0.008717,0.061153,0.002884,0.075134,0.004372,0.126824,0.006836,80
0.038,conformal_risk_tamp,4,0.445833,0.042614,0.207552,0.048724,-0.040384,0.001036,0.0,0.0,0.101919,0.005178,0.143643,0.008628,0.0616,0.002986,0.075009,0.004552,0.126779,0.006901,80
0.038,conformal_risk_tamp,5,0.439583,0.041599,0.201657,0.043796,-0.040347,0.001051,0.0,0.0,0.101735,0.005257,0.142997,0.008771,0.061462,0.003106,0.074824,0.004513,0.127968,0.007343,80
0.038,conformal_risk_tamp,6,0.402083,0.041375,0.163917,0.043965,-0.04039,0.001045,0.0,0.0,0.101948,0.005223,0.143919,0.008976,0.060922,0.002784,0.075218,0.004679,0.127254,0.006929,80
