ablation,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
minus_damage_model,drawer_retrieval,combined_contact_uncertainty,combined_stress,5,84,0.5476,0.4993,0.1057,0.0924,0.4898,0.0753,0.1036,0.1903,0.5695
minus_damage_model,drawer_retrieval,combined_contact_uncertainty,combined_stress,6,84,0.3929,0.5015,0.101,0.0883,0.522,0.0842,0.1108,0.1903,0.5703
minus_damage_model,cable_routing,nominal,combined_stress,0,84,0.5714,0.5646,0.0324,0.0643,0.5401,0.046,0.045,0.1715,0.5864
minus_damage_model,cable_routing,nominal,combined_stress,1,84,0.5595,0.5646,0.0298,0.0598,0.5259,0.0377,0.0521,0.1715,0.5744
minus_damage_model,cable_routing,nominal,combined_stress,2,84,0.619,0.5591,0.0284,0.0613,0.4978,0.0442,0.0564,0.1715,0.5863
minus_damage_model,cable_routing,nominal,combined_stress,3,84,0.5833,0.5622,0.0286,0.0634,0.5289,0.0512,0.0491,0.1715,0.5741
minus_damage_model,cable_routing,nominal,combined_stress,4,84,0.5833,0.571,0.0252,0.0649,0.513,0.0438,0.0542,0.1715,0.5841
minus_damage_model,cable_routing,nominal,combined_stress,5,84,0.5238,0.5623,0.0192,0.0624,0.5183,0.0465,0.0512,0.1715,0.5588
minus_damage_model,cable_routing,nominal,combined_stress,6,84,0.619,0.5629,0.0247,0.0662,0.5345,0.0421,0.0479,0.1715,0.5887
minus_damage_model,cable_routing,hidden_friction,combined_stress,0,84,0.4524,0.5129,0.0838,0.0857,0.5158,0.0567,0.0747,0.1852,0.5554
minus_damage_model,cable_routing,hidden_friction,combined_stress,1,84,0.4881,0.5173,0.082,0.0861,0.5307,0.0608,0.0705,0.1852,0.5698
minus_damage_model,cable_routing,hidden_friction,combined_stress,2,84,0.4286,0.5159,0.0869,0.0824,0.5283,0.0558,0.0754,0.1852,0.5817
minus_damage_model,cable_routing,hidden_friction,combined_stress,3,84,0.5595,0.521,0.0877,0.0787,0.529,0.0606,0.0645,0.1852,0.5706
minus_damage_model,cable_routing,hidden_friction,combined_stress,4,84,0.5,0.5061,0.0842,0.0772,0.5212,0.058,0.0745,0.1852,0.5785
minus_damage_model,cable_routing,hidden_friction,combined_stress,5,84,0.5,0.5239,0.0904,0.0868,0.524,0.0637,0.0757,0.1852,0.5793
minus_damage_model,cable_routing,hidden_friction,combined_stress,6,84,0.5119,0.5326,0.0812,0.0832,0.5197,0.0549,0.0748,0.1852,0.5647
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,0,84,0.5238,0.535,0.0714,0.083,0.515,0.0518,0.0826,0.1861,0.5611
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,1,84,0.5595,0.5189,0.0652,0.081,0.5307,0.0574,0.0723,0.1861,0.5743
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,2,84,0.5595,0.53,0.0745,0.0832,0.5023,0.0595,0.0708,0.1861,0.576
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,3,84,0.5595,0.5268,0.077,0.0915,0.5059,0.0615,0.0735,0.1861,0.5691
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,4,84,0.5,0.5189,0.0707,0.0856,0.5217,0.0606,0.0834,0.1861,0.581
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,5,84,0.4762,0.5325,0.0724,0.0812,0.5251,0.0592,0.088,0.1861,0.5586
minus_damage_model,cable_routing,pose_ambiguity,combined_stress,6,84,0.3571,0.5208,0.0692,0.0842,0.5335,0.0682,0.0803,0.1861,0.5626
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,0,84,0.4762,0.5071,0.0891,0.09,0.5338,0.0671,0.0941,0.1871,0.5689
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,1,84,0.5238,0.51,0.0799,0.0809,0.5154,0.0743,0.0854,0.1871,0.5756
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,2,84,0.5238,0.5108,0.0783,0.0899,0.5037,0.0678,0.0879,0.1871,0.5666
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,3,84,0.4762,0.5144,0.0747,0.0892,0.5152,0.0718,0.0814,0.1871,0.5682
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,4,84,0.5833,0.5318,0.081,0.0796,0.5387,0.0642,0.094,0.1871,0.5625
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,5,84,0.4762,0.515,0.0768,0.0839,0.5262,0.0718,0.0912,0.1871,0.5699
minus_damage_model,cable_routing,compliance_ambiguity,combined_stress,6,84,0.5357,0.5158,0.083,0.0829,0.5143,0.0714,0.0925,0.1871,0.5852
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,0,84,0.5,0.5144,0.0905,0.0877,0.5123,0.0798,0.1028,0.1875,0.579
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,1,84,0.5476,0.5002,0.0892,0.0893,0.533,0.0795,0.1009,0.1875,0.5639
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,2,84,0.5952,0.5071,0.0859,0.087,0.5219,0.0753,0.0947,0.1875,0.5732
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,3,84,0.5238,0.4981,0.0907,0.0862,0.4971,0.0766,0.1043,0.1875,0.5705
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,4,84,0.5595,0.5042,0.0866,0.0895,0.5233,0.0732,0.0917,0.1875,0.5745
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,5,84,0.5833,0.5061,0.0956,0.0839,0.517,0.0743,0.0907,0.1875,0.5621
minus_damage_model,cable_routing,jamming_ambiguity,combined_stress,6,84,0.3929,0.5007,0.0898,0.0872,0.5144,0.0739,0.098,0.1875,0.5685
minus_damage_model,cable_routing,release_uncertainty,combined_stress,0,84,0.5952,0.5159,0.0726,0.085,0.5332,0.0667,0.095,0.1866,0.5733
minus_damage_model,cable_routing,release_uncertainty,combined_stress,1,84,0.5714,0.5134,0.0735,0.0827,0.5161,0.0657,0.0863,0.1866,0.567
minus_damage_model,cable_routing,release_uncertainty,combined_stress,2,84,0.5714,0.5151,0.0772,0.0822,0.5059,0.0766,0.0904,0.1866,0.5824
minus_damage_model,cable_routing,release_uncertainty,combined_stress,3,84,0.4881,0.5176,0.0782,0.0857,0.5054,0.0694,0.0977,0.1866,0.5736
minus_damage_model,cable_routing,release_uncertainty,combined_stress,4,84,0.5476,0.5052,0.0775,0.085,0.5082,0.0771,0.1017,0.1866,0.5632
minus_damage_model,cable_routing,release_uncertainty,combined_stress,5,84,0.5595,0.5146,0.0702,0.0794,0.517,0.0646,0.0865,0.1866,0.5601
minus_damage_model,cable_routing,release_uncertainty,combined_stress,6,84,0.5952,0.5122,0.0639,0.0781,0.5192,0.0767,0.0912,0.1866,0.587
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,0,84,0.5119,0.4784,0.1054,0.0958,0.5063,0.0874,0.1117,0.1903,0.5763
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,1,84,0.4762,0.4963,0.1074,0.0924,0.5128,0.0835,0.1121,0.1903,0.5627
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,2,84,0.5714,0.4763,0.1009,0.0886,0.5357,0.0814,0.1152,0.1903,0.5711
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,3,84,0.4286,0.4838,0.1141,0.0969,0.537,0.0811,0.1123,0.1903,0.5498
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,4,84,0.5,0.4885,0.1068,0.0911,0.5184,0.0839,0.1062,0.1903,0.5673
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,5,84,0.4762,0.4744,0.1051,0.0891,0.5154,0.0876,0.0994,0.1903,0.5738
minus_damage_model,cable_routing,combined_contact_uncertainty,combined_stress,6,84,0.4524,0.4902,0.1066,0.0874,0.5265,0.0875,0.1055,0.1903,0.578
minus_damage_model,tool_levering,nominal,combined_stress,0,84,0.4643,0.5621,0.0416,0.0548,0.5211,0.0476,0.0509,0.1715,0.5763
minus_damage_model,tool_levering,nominal,combined_stress,1,84,0.5833,0.573,0.0328,0.0612,0.5094,0.0472,0.0477,0.1715,0.5801
minus_damage_model,tool_levering,nominal,combined_stress,2,84,0.6786,0.5783,0.0267,0.0609,0.5309,0.0403,0.0428,0.1715,0.5605
minus_damage_model,tool_levering,nominal,combined_stress,3,84,0.5476,0.5726,0.0272,0.0574,0.521,0.0483,0.0546,0.1715,0.5687
minus_damage_model,tool_levering,nominal,combined_stress,4,84,0.5714,0.5707,0.0282,0.0561,0.5474,0.0447,0.0484,0.1715,0.5573
minus_damage_model,tool_levering,nominal,combined_stress,5,84,0.6667,0.5769,0.0312,0.0566,0.5371,0.0422,0.0581,0.1715,0.5842
minus_damage_model,tool_levering,nominal,combined_stress,6,84,0.6071,0.5646,0.0272,0.0593,0.5069,0.0472,0.0503,0.1715,0.5724
minus_damage_model,tool_levering,hidden_friction,combined_stress,0,84,0.5833,0.5167,0.0925,0.0813,0.491,0.0716,0.0742,0.1852,0.5708
minus_damage_model,tool_levering,hidden_friction,combined_stress,1,84,0.4524,0.5245,0.0923,0.0849,0.513,0.0667,0.0757,0.1852,0.5686
minus_damage_model,tool_levering,hidden_friction,combined_stress,2,84,0.5119,0.5189,0.0803,0.0859,0.5079,0.0639,0.0738,0.1852,0.5676
minus_damage_model,tool_levering,hidden_friction,combined_stress,3,84,0.5833,0.5175,0.0807,0.0825,0.5112,0.0739,0.0727,0.1852,0.5718
minus_damage_model,tool_levering,hidden_friction,combined_stress,4,84,0.4643,0.5249,0.0882,0.079,0.5147,0.0742,0.0756,0.1852,0.569
minus_damage_model,tool_levering,hidden_friction,combined_stress,5,84,0.5357,0.5157,0.0794,0.0763,0.5212,0.0655,0.0741,0.1852,0.583
minus_damage_model,tool_levering,hidden_friction,combined_stress,6,84,0.5833,0.522,0.0778,0.0911,0.5007,0.0663,0.0731,0.1852,0.5658
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,0,84,0.5,0.5247,0.0769,0.0807,0.5103,0.0747,0.0859,0.1861,0.5742
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,1,84,0.4881,0.5181,0.0677,0.0866,0.5176,0.0697,0.0748,0.1861,0.5661
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,2,84,0.4762,0.5193,0.0655,0.0861,0.4982,0.0727,0.0708,0.1861,0.5786
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,3,84,0.5357,0.5201,0.0675,0.0873,0.5051,0.0724,0.0829,0.1861,0.5692
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,4,84,0.5476,0.5246,0.0707,0.0813,0.5235,0.0678,0.0761,0.1861,0.5711
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,5,84,0.5595,0.5227,0.0706,0.0783,0.4933,0.0724,0.0792,0.1861,0.5896
minus_damage_model,tool_levering,pose_ambiguity,combined_stress,6,84,0.5714,0.5347,0.0608,0.0883,0.5178,0.0702,0.0907,0.1861,0.5841
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,0,84,0.5476,0.5055,0.0858,0.0814,0.5086,0.084,0.0929,0.1871,0.5751
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,1,84,0.4881,0.5221,0.081,0.0926,0.5103,0.0793,0.0879,0.1871,0.5654
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,2,84,0.5119,0.5136,0.0853,0.0821,0.5146,0.078,0.084,0.1871,0.5695
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,3,84,0.4643,0.5123,0.0817,0.0816,0.4982,0.0843,0.0854,0.1871,0.5749
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,4,84,0.6429,0.5137,0.0919,0.0808,0.5136,0.0859,0.0937,0.1871,0.5674
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,5,84,0.5833,0.5187,0.0808,0.0911,0.5109,0.0877,0.0898,0.1871,0.5652
minus_damage_model,tool_levering,compliance_ambiguity,combined_stress,6,84,0.5357,0.5203,0.0854,0.0954,0.5044,0.0856,0.0915,0.1871,0.5848
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,0,84,0.4167,0.4979,0.098,0.0861,0.496,0.094,0.0975,0.1875,0.5692
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,1,84,0.4524,0.5136,0.0934,0.0808,0.5147,0.0881,0.1043,0.1875,0.5706
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,2,84,0.5,0.5141,0.0853,0.0869,0.5069,0.0727,0.0986,0.1875,0.5686
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,3,84,0.5714,0.5036,0.0868,0.0883,0.5086,0.0927,0.102,0.1875,0.5911
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,4,84,0.4643,0.5055,0.0899,0.0818,0.5292,0.0869,0.0984,0.1875,0.5631
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,5,84,0.4286,0.5023,0.0942,0.09,0.5052,0.0941,0.0967,0.1875,0.5776
minus_damage_model,tool_levering,jamming_ambiguity,combined_stress,6,84,0.4524,0.5145,0.1005,0.0846,0.5158,0.0852,0.0987,0.1875,0.5744
minus_damage_model,tool_levering,release_uncertainty,combined_stress,0,84,0.5119,0.5112,0.0681,0.0795,0.5056,0.0856,0.0957,0.1866,0.5628
minus_damage_model,tool_levering,release_uncertainty,combined_stress,1,84,0.5,0.5094,0.0669,0.0905,0.5093,0.0927,0.087,0.1866,0.5598
minus_damage_model,tool_levering,release_uncertainty,combined_stress,2,84,0.5238,0.5229,0.0672,0.0895,0.5187,0.0803,0.0917,0.1866,0.5805
minus_damage_model,tool_levering,release_uncertainty,combined_stress,3,84,0.5357,0.5141,0.0749,0.0875,0.495,0.085,0.0987,0.1866,0.5894
minus_damage_model,tool_levering,release_uncertainty,combined_stress,4,84,0.5595,0.5039,0.0759,0.0879,0.4962,0.0807,0.0983,0.1866,0.575
minus_damage_model,tool_levering,release_uncertainty,combined_stress,5,84,0.5357,0.5092,0.0709,0.0871,0.4972,0.0866,0.0859,0.1866,0.5697
minus_damage_model,tool_levering,release_uncertainty,combined_stress,6,84,0.5595,0.5124,0.0682,0.0834,0.51,0.0824,0.0968,0.1866,0.58
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,0,84,0.5833,0.4989,0.1037,0.0914,0.501,0.1037,0.1058,0.1903,0.5784
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,1,84,0.5,0.4918,0.1078,0.0944,0.5036,0.1024,0.1177,0.1903,0.5863
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,2,84,0.5238,0.4851,0.1106,0.0923,0.5116,0.1062,0.0983,0.1903,0.5685
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,3,84,0.4881,0.4686,0.1111,0.0837,0.5229,0.1029,0.1098,0.1903,0.5748
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,4,84,0.4762,0.4856,0.1092,0.0878,0.506,0.1037,0.112,0.1903,0.5694
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,5,84,0.4643,0.4837,0.111,0.0938,0.5095,0.1015,0.1104,0.1903,0.5559
minus_damage_model,tool_levering,combined_contact_uncertainty,combined_stress,6,84,0.4524,0.4671,0.1128,0.0876,0.4972,0.0973,0.1128,0.1903,0.5789
minus_damage_model,mobile_handoff,nominal,combined_stress,0,84,0.6071,0.5874,0.0263,0.0541,0.5133,0.0468,0.0512,0.1715,0.5842
minus_damage_model,mobile_handoff,nominal,combined_stress,1,84,0.5595,0.585,0.0229,0.0597,0.5346,0.0435,0.0396,0.1715,0.5743
minus_damage_model,mobile_handoff,nominal,combined_stress,2,84,0.5714,0.577,0.0336,0.0656,0.515,0.042,0.0456,0.1715,0.5753
minus_damage_model,mobile_handoff,nominal,combined_stress,3,84,0.5357,0.5776,0.0304,0.0541,0.5277,0.0445,0.0583,0.1715,0.5847
minus_damage_model,mobile_handoff,nominal,combined_stress,4,84,0.5595,0.5792,0.0199,0.0622,0.5493,0.0517,0.0494,0.1715,0.5754
minus_damage_model,mobile_handoff,nominal,combined_stress,5,84,0.5595,0.5799,0.0286,0.0602,0.5206,0.0489,0.0539,0.1715,0.5525
minus_damage_model,mobile_handoff,nominal,combined_stress,6,84,0.631,0.5742,0.026,0.0637,0.5254,0.0439,0.0521,0.1715,0.5697
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,0,84,0.5833,0.5409,0.0785,0.0768,0.4965,0.0621,0.0721,0.1852,0.5839
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,1,84,0.631,0.5337,0.0751,0.0897,0.5265,0.0633,0.0658,0.1852,0.5647
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,2,84,0.5476,0.5287,0.0737,0.0834,0.5225,0.0648,0.076,0.1852,0.5848
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,3,84,0.5238,0.5183,0.0798,0.0806,0.5055,0.061,0.064,0.1852,0.5794
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,4,84,0.5,0.5299,0.0789,0.0826,0.5177,0.0642,0.0767,0.1852,0.5697
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,5,84,0.5,0.5214,0.0837,0.078,0.5051,0.0661,0.0805,0.1852,0.5744
minus_damage_model,mobile_handoff,hidden_friction,combined_stress,6,84,0.5833,0.522,0.0755,0.0838,0.5167,0.0642,0.0694,0.1852,0.5702
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,0,84,0.6071,0.5381,0.0706,0.0834,0.5257,0.066,0.0758,0.1861,0.5786
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,1,84,0.5357,0.5567,0.0611,0.0821,0.5163,0.0632,0.0762,0.1861,0.583
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,2,84,0.619,0.5498,0.0696,0.0773,0.5334,0.0621,0.0742,0.1861,0.567
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,3,84,0.5714,0.5447,0.0692,0.091,0.5199,0.0698,0.0684,0.1861,0.5576
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,4,84,0.5238,0.5343,0.0548,0.0849,0.4945,0.0609,0.0819,0.1861,0.5732
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,5,84,0.5595,0.545,0.0609,0.0834,0.5065,0.0668,0.0775,0.1861,0.5876
minus_damage_model,mobile_handoff,pose_ambiguity,combined_stress,6,84,0.5595,0.5448,0.0629,0.0834,0.4981,0.065,0.069,0.1861,0.569
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,0,84,0.5,0.5321,0.0809,0.0824,0.5133,0.0689,0.0846,0.1871,0.5739
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,1,84,0.5238,0.5267,0.0715,0.091,0.5183,0.0794,0.0823,0.1871,0.5757
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,2,84,0.5357,0.5274,0.0805,0.0868,0.513,0.0731,0.0829,0.1871,0.5567
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,3,84,0.5833,0.5321,0.0797,0.088,0.5219,0.0731,0.0942,0.1871,0.5665
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,4,84,0.5714,0.533,0.0799,0.0921,0.5131,0.0734,0.0811,0.1871,0.5547
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,5,84,0.4881,0.5247,0.0753,0.0872,0.5302,0.0763,0.0815,0.1871,0.577
minus_damage_model,mobile_handoff,compliance_ambiguity,combined_stress,6,84,0.5833,0.5217,0.064,0.0841,0.5275,0.076,0.0819,0.1871,0.5642
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,0,84,0.5,0.5203,0.0873,0.0908,0.5157,0.083,0.101,0.1875,0.563
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,1,84,0.4881,0.5219,0.0868,0.0838,0.5204,0.0814,0.0921,0.1875,0.5677
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,2,84,0.4405,0.521,0.084,0.0853,0.4975,0.0843,0.0976,0.1875,0.5777
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,3,84,0.5714,0.5115,0.0848,0.0955,0.535,0.0922,0.1001,0.1875,0.5808
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,4,84,0.4881,0.525,0.0871,0.0818,0.5045,0.0737,0.0933,0.1875,0.5667
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,5,84,0.4405,0.5201,0.0748,0.0885,0.4923,0.0796,0.0937,0.1875,0.5665
minus_damage_model,mobile_handoff,jamming_ambiguity,combined_stress,6,84,0.5238,0.5291,0.0857,0.0946,0.5272,0.0792,0.0933,0.1875,0.577
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,0,84,0.5952,0.5413,0.0659,0.0788,0.533,0.0717,0.0977,0.1866,0.5625
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,1,84,0.4881,0.5245,0.0617,0.0831,0.5204,0.0792,0.0948,0.1866,0.5699
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,2,84,0.5476,0.5253,0.0679,0.0821,0.5085,0.0789,0.0961,0.1866,0.5852
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,3,84,0.4881,0.5366,0.0743,0.0807,0.5154,0.0822,0.0961,0.1866,0.5622
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,4,84,0.5714,0.5264,0.0675,0.0885,0.5312,0.0766,0.0903,0.1866,0.5769
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,5,84,0.619,0.5264,0.063,0.0837,0.5134,0.0828,0.0988,0.1866,0.5775
minus_damage_model,mobile_handoff,release_uncertainty,combined_stress,6,84,0.4286,0.5292,0.0656,0.0871,0.5114,0.0765,0.0859,0.1866,0.5698
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,0,84,0.4524,0.49,0.1033,0.0916,0.4926,0.0927,0.1065,0.1903,0.5687
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,1,84,0.631,0.4979,0.0986,0.0911,0.5188,0.1009,0.1017,0.1903,0.576
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,2,84,0.5119,0.496,0.0968,0.0972,0.5182,0.0935,0.101,0.1903,0.5873
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,3,84,0.4524,0.504,0.0979,0.0883,0.5233,0.0932,0.1075,0.1903,0.5695
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,4,84,0.4286,0.4865,0.0959,0.0914,0.5238,0.0878,0.1087,0.1903,0.5758
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,5,84,0.4881,0.4901,0.0953,0.0923,0.5181,0.0909,0.0986,0.1903,0.581
minus_damage_model,mobile_handoff,combined_contact_uncertainty,combined_stress,6,84,0.4286,0.4989,0.0993,0.0955,0.5181,0.0984,0.1082,0.1903,0.5599
pomdp_only,peg_assembly,nominal,combined_stress,0,84,0.5714,0.551,0.0389,0.0614,0.4828,0.0396,0.0456,0.2975,0.4989
pomdp_only,peg_assembly,nominal,combined_stress,1,84,0.4643,0.5478,0.0372,0.0624,0.4557,0.0566,0.0409,0.2975,0.5048
pomdp_only,peg_assembly,nominal,combined_stress,2,84,0.5833,0.5382,0.0366,0.0735,0.4659,0.0471,0.0516,0.2975,0.4869
pomdp_only,peg_assembly,nominal,combined_stress,3,84,0.5833,0.5281,0.0345,0.0708,0.4481,0.0428,0.0538,0.2975,0.5084
pomdp_only,peg_assembly,nominal,combined_stress,4,84,0.5238,0.5368,0.0413,0.0688,0.4579,0.0461,0.0588,0.2975,0.502
pomdp_only,peg_assembly,nominal,combined_stress,5,84,0.5952,0.5523,0.0408,0.0658,0.4662,0.0437,0.0435,0.2975,0.4857
pomdp_only,peg_assembly,nominal,combined_stress,6,84,0.5595,0.5366,0.0345,0.0752,0.4563,0.0427,0.0501,0.2975,0.5065
pomdp_only,peg_assembly,hidden_friction,combined_stress,0,84,0.5595,0.4728,0.1199,0.1064,0.4465,0.0542,0.0845,0.3112,0.4983
pomdp_only,peg_assembly,hidden_friction,combined_stress,1,84,0.5,0.4874,0.1265,0.1035,0.4477,0.0482,0.0858,0.3112,0.5053
pomdp_only,peg_assembly,hidden_friction,combined_stress,2,84,0.4524,0.4623,0.1223,0.1039,0.4671,0.0608,0.0805,0.3112,0.508
pomdp_only,peg_assembly,hidden_friction,combined_stress,3,84,0.5238,0.4821,0.1127,0.1117,0.4715,0.0586,0.0848,0.3112,0.5028
pomdp_only,peg_assembly,hidden_friction,combined_stress,4,84,0.5,0.4751,0.1232,0.11,0.4442,0.0634,0.1037,0.3112,0.4982
pomdp_only,peg_assembly,hidden_friction,combined_stress,5,84,0.4643,0.4714,0.1255,0.1025,0.4609,0.0519,0.0933,0.3112,0.4922
pomdp_only,peg_assembly,hidden_friction,combined_stress,6,84,0.369,0.4859,0.1196,0.1124,0.4592,0.0518,0.0925,0.3112,0.5014
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,0,84,0.5952,0.49,0.1013,0.1107,0.4643,0.059,0.0901,0.3121,0.512
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,1,84,0.5238,0.4763,0.1003,0.112,0.4538,0.0611,0.099,0.3121,0.4998
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,2,84,0.5357,0.4899,0.1039,0.1149,0.4343,0.0551,0.1,0.3121,0.5084
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,3,84,0.5357,0.4929,0.1046,0.1157,0.4724,0.0569,0.1034,0.3121,0.5071
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,4,84,0.5238,0.4897,0.1059,0.1043,0.4602,0.0612,0.1013,0.3121,0.4999
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,5,84,0.4286,0.4878,0.0943,0.1131,0.4526,0.0591,0.0987,0.3121,0.5077
pomdp_only,peg_assembly,pose_ambiguity,combined_stress,6,84,0.5119,0.4892,0.1044,0.1135,0.4531,0.0512,0.101,0.3121,0.4993
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,0,84,0.4524,0.4581,0.1256,0.1185,0.4547,0.0667,0.1075,0.3131,0.4927
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,1,84,0.3929,0.4796,0.1218,0.1113,0.4574,0.0618,0.101,0.3131,0.5064
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,2,84,0.5595,0.482,0.12,0.1135,0.4533,0.0648,0.107,0.3131,0.498
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,3,84,0.4762,0.4657,0.1215,0.1187,0.4471,0.0672,0.1123,0.3131,0.497
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,4,84,0.4524,0.4693,0.1236,0.1132,0.4586,0.06,0.1073,0.3131,0.4858
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,5,84,0.5238,0.4705,0.1253,0.1099,0.4413,0.0596,0.1108,0.3131,0.4995
pomdp_only,peg_assembly,compliance_ambiguity,combined_stress,6,84,0.5119,0.4701,0.1176,0.1103,0.459,0.0657,0.1122,0.3131,0.4986
pomdp_only,peg_assembly,jamming_ambiguity,combined_stress,0,84,0.4048,0.4561,0.1298,0.1198,0.4655,0.0745,0.1252,0.3135,0.5062
pomdp_only,peg_assembly,jamming_ambiguity,combined_stress,1,84,0.4405,0.4574,0.1287,0.1105,0.4493,0.0711,0.1153,0.3135,0.4986
pomdp_only,peg_assembly,jamming_ambiguity,combined_stress,2,84,0.4167,0.4564,0.1337,0.1136,0.4508,0.0619,0.1222,0.3135,0.4928
