method,split,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,mean_regret_to_oracle,ci95_regret_to_oracle,groups
deterministic_symbolic_tamp,seen_shift,8,0.433333,0.046707,0.157741,0.050999,0.190271,0.010538,0.151656,0.007461,0.144722,0.005581,0.178235,0.002424,0.082553,0.004274,0.136386,0.007427,0.114633,0.000577,0.028744,0.0,0.092624,0.006436,0.118745,0.005304,0.329167,0.054506,80
deterministic_symbolic_tamp,seen_shift,9,0.4,0.040926,0.123267,0.045009,0.191368,0.01057,0.15235,0.007512,0.144534,0.005764,0.178356,0.00264,0.082668,0.004349,0.136624,0.007765,0.114633,0.000577,0.028744,0.0,0.092448,0.006209,0.118738,0.005492,0.314583,0.051974,80
deterministic_symbolic_tamp,unseen_object,0,0.408333,0.044218,0.101579,0.04623,0.213253,0.012463,0.162381,0.008061,0.158945,0.006244,0.17758,0.002618,0.08947,0.00487,0.15483,0.009072,0.119005,0.000637,0.032716,0.0,0.104164,0.007407,0.130502,0.005994,0.341667,0.054791,80
deterministic_symbolic_tamp,unseen_object,1,0.347917,0.04433,0.051841,0.046363,0.21301,0.012252,0.162757,0.008225,0.159841,0.006526,0.178188,0.002699,0.088991,0.005014,0.155107,0.00902,0.119005,0.000637,0.032716,0.0,0.10432,0.00738,0.130252,0.005908,0.402083,0.049546,80
deterministic_symbolic_tamp,unseen_object,2,0.366667,0.045535,0.063639,0.049536,0.213403,0.012443,0.162411,0.008282,0.157709,0.006438,0.176794,0.002581,0.089185,0.004785,0.154549,0.009034,0.119005,0.000637,0.032716,0.0,0.104863,0.007529,0.130494,0.005991,0.354167,0.054319,80
deterministic_symbolic_tamp,unseen_object,3,0.377083,0.040571,0.076477,0.044829,0.212702,0.012304,0.162566,0.008012,0.159015,0.006111,0.178687,0.002772,0.088304,0.004766,0.156296,0.009202,0.119005,0.000637,0.032716,0.0,0.104371,0.007368,0.129876,0.005836,0.360417,0.052764,80
deterministic_symbolic_tamp,unseen_object,4,0.395833,0.041652,0.090742,0.047489,0.213998,0.012357,0.162618,0.0082,0.159164,0.006408,0.178634,0.002404,0.088527,0.004905,0.154281,0.009119,0.119005,0.000637,0.032716,0.0,0.104362,0.007453,0.130875,0.005957,0.333333,0.052942,80
deterministic_symbolic_tamp,unseen_object,5,0.34375,0.035984,0.03939,0.038936,0.213417,0.012133,0.163162,0.008153,0.158582,0.006411,0.177903,0.002949,0.089008,0.004932,0.154691,0.009247,0.119005,0.000637,0.032716,0.0,0.103721,0.007575,0.130497,0.006038,0.347917,0.050725,80
deterministic_symbolic_tamp,unseen_object,6,0.422917,0.041477,0.115589,0.046868,0.212831,0.012049,0.162017,0.008309,0.158913,0.006481,0.176113,0.002546,0.089141,0.004728,0.155873,0.009051,0.119005,0.000637,0.032716,0.0,0.104119,0.007343,0.131521,0.006001,0.302083,0.053606,80
deterministic_symbolic_tamp,unseen_object,7,0.389583,0.042681,0.081334,0.049072,0.213692,0.012335,0.162309,0.008255,0.159016,0.006281,0.177264,0.002577,0.088981,0.004957,0.155055,0.009224,0.119005,0.000637,0.032716,0.0,0.10501,0.007394,0.130289,0.005952,0.364583,0.051681,80
deterministic_symbolic_tamp,unseen_object,8,0.370833,0.047201,0.066528,0.054229,0.213864,0.01247,0.162788,0.00814,0.158892,0.006244,0.177424,0.002351,0.089595,0.005041,0.154505,0.00918,0.119005,0.000637,0.032716,0.0,0.103911,0.007111,0.129691,0.005952,0.360417,0.056474,80
deterministic_symbolic_tamp,unseen_object,9,0.4125,0.039829,0.103515,0.045507,0.213192,0.012243,0.162414,0.008115,0.159248,0.006383,0.178187,0.002773,0.088784,0.004716,0.155332,0.009102,0.119005,0.000637,0.032716,0.0,0.104036,0.00731,0.130881,0.005741,0.314583,0.046487,80
deterministic_symbolic_tamp,unseen_contact,0,0.372917,0.049393,0.063924,0.051112,0.222827,0.012507,0.173241,0.008977,0.172624,0.006661,0.1769,0.002777,0.092228,0.005185,0.153996,0.008865,0.122366,0.000696,0.036635,0.0,0.102237,0.007192,0.141483,0.006266,0.391667,0.059291,80
deterministic_symbolic_tamp,unseen_contact,1,0.341667,0.05129,0.036112,0.056811,0.221034,0.012782,0.17285,0.008862,0.172615,0.006823,0.177516,0.002712,0.093008,0.005131,0.153564,0.00884,0.122366,0.000696,0.036635,0.0,0.102527,0.007306,0.141034,0.006302,0.360417,0.061894,80
deterministic_symbolic_tamp,unseen_contact,2,0.379167,0.042296,0.065689,0.047128,0.221815,0.012722,0.173996,0.00892,0.17241,0.006985,0.177431,0.00259,0.093081,0.00509,0.153391,0.008852,0.122366,0.000696,0.036635,0.0,0.102596,0.007218,0.14202,0.006294,0.3625,0.053189,80
deterministic_symbolic_tamp,unseen_contact,3,0.322917,0.048391,0.016565,0.052,0.220557,0.01258,0.173463,0.009028,0.172447,0.006801,0.176808,0.002733,0.092873,0.005231,0.154655,0.008833,0.122366,0.000696,0.036635,0.0,0.102462,0.007148,0.141703,0.006373,0.38125,0.058745,80
deterministic_symbolic_tamp,unseen_contact,4,0.377083,0.040571,0.059535,0.045352,0.222675,0.012437,0.174208,0.008922,0.172453,0.007062,0.176949,0.00268,0.092367,0.005204,0.154328,0.008948,0.122366,0.000696,0.036635,0.0,0.102113,0.007347,0.141614,0.006523,0.34375,0.050441,80
deterministic_symbolic_tamp,unseen_contact,5,0.40625,0.045699,0.093099,0.048639,0.220267,0.012493,0.173307,0.008943,0.172771,0.006887,0.176033,0.002456,0.092087,0.005113,0.153899,0.008958,0.122366,0.000696,0.036635,0.0,0.102629,0.007485,0.140633,0.006216,0.295833,0.054506,80
deterministic_symbolic_tamp,unseen_contact,6,0.370833,0.043087,0.059164,0.045387,0.221561,0.012598,0.173893,0.009077,0.1724,0.006846,0.17737,0.002485,0.093399,0.005145,0.15393,0.008826,0.122366,0.000696,0.036635,0.0,0.102092,0.00711,0.141562,0.006443,0.358333,0.052333,80
deterministic_symbolic_tamp,unseen_contact,7,0.395833,0.045153,0.084753,0.046669,0.222063,0.012692,0.174096,0.008843,0.172657,0.006916,0.177472,0.002284,0.092635,0.005171,0.154221,0.008669,0.122366,0.000696,0.036635,0.0,0.102085,0.007027,0.140747,0.006347,0.322917,0.053369,80
deterministic_symbolic_tamp,unseen_contact,8,0.377083,0.039303,0.059331,0.046034,0.221772,0.012868,0.174395,0.008819,0.172117,0.006886,0.176581,0.002605,0.091898,0.005175,0.153541,0.008867,0.122366,0.000696,0.036635,0.0,0.103344,0.007248,0.141489,0.006431,0.354167,0.046986,80
deterministic_symbolic_tamp,unseen_contact,9,0.3625,0.038006,0.046537,0.041734,0.221862,0.01266,0.173662,0.008958,0.172132,0.006831,0.17589,0.002605,0.092592,0.005103,0.154555,0.008831,0.122366,0.000696,0.036635,0.0,0.102815,0.007318,0.140504,0.006376,0.360417,0.04665,80
deterministic_symbolic_tamp,unseen_compliance,0,0.372917,0.044728,0.06409,0.048883,0.212305,0.012015,0.170436,0.008797,0.168453,0.006714,0.176572,0.002809,0.097372,0.00531,0.154629,0.008783,0.123101,0.000679,0.035434,0.0,0.105121,0.007393,0.13875,0.006518,0.304167,0.05382,80
deterministic_symbolic_tamp,unseen_compliance,1,0.35625,0.046031,0.047658,0.047192,0.212164,0.012064,0.169884,0.008657,0.168109,0.006981,0.177255,0.002797,0.096654,0.005165,0.154782,0.008933,0.123101,0.000679,0.035434,0.0,0.105412,0.007524,0.139408,0.006337,0.327083,0.056772,80
deterministic_symbolic_tamp,unseen_compliance,2,0.402083,0.050558,0.091884,0.053448,0.211467,0.012157,0.170465,0.00867,0.168038,0.006684,0.177798,0.002423,0.095678,0.00537,0.154607,0.008728,0.123101,0.000679,0.035434,0.0,0.104909,0.007434,0.139755,0.006286,0.333333,0.053576,80
deterministic_symbolic_tamp,unseen_compliance,3,0.35,0.04294,0.041537,0.046587,0.212487,0.012036,0.169804,0.008531,0.168797,0.006782,0.176531,0.002675,0.095926,0.005067,0.155829,0.008997,0.123101,0.000679,0.035434,0.0,0.104083,0.007482,0.138109,0.006428,0.360417,0.055873,80
deterministic_symbolic_tamp,unseen_compliance,4,0.339583,0.039603,0.026427,0.044592,0.211741,0.012207,0.169063,0.008695,0.168852,0.006756,0.175401,0.002669,0.097126,0.005273,0.155828,0.009075,0.123101,0.000679,0.035434,0.0,0.105177,0.007502,0.139863,0.006442,0.372917,0.050742,80
deterministic_symbolic_tamp,unseen_compliance,5,0.414583,0.040258,0.096935,0.046673,0.211766,0.012103,0.169417,0.008624,0.169603,0.006936,0.175485,0.002881,0.09676,0.005294,0.154978,0.008968,0.123101,0.000679,0.035434,0.0,0.105894,0.00757,0.139546,0.006435,0.29375,0.051403,80
deterministic_symbolic_tamp,unseen_compliance,6,0.33125,0.040467,0.022538,0.044572,0.211359,0.011704,0.170021,0.008704,0.169374,0.006771,0.175371,0.002734,0.096696,0.005244,0.154519,0.00923,0.123101,0.000679,0.035434,0.0,0.104688,0.007605,0.13914,0.006454,0.38125,0.053004,80
deterministic_symbolic_tamp,unseen_compliance,7,0.389583,0.043075,0.076171,0.048002,0.213347,0.011947,0.170568,0.008877,0.168845,0.006881,0.176343,0.002594,0.096777,0.005212,0.155326,0.008996,0.123101,0.000679,0.035434,0.0,0.105214,0.007593,0.139918,0.006535,0.339583,0.050475,80
deterministic_symbolic_tamp,unseen_compliance,8,0.389583,0.044615,0.076227,0.048952,0.212922,0.012168,0.169949,0.008725,0.169432,0.006645,0.177591,0.002923,0.096548,0.005303,0.155329,0.008916,0.123101,0.000679,0.035434,0.0,0.104228,0.007587,0.139655,0.006389,0.3375,0.050652,80
deterministic_symbolic_tamp,unseen_compliance,9,0.3625,0.049913,0.054535,0.053526,0.212322,0.012058,0.170033,0.00871,0.169175,0.006834,0.17571,0.002927,0.096512,0.005349,0.156178,0.00921,0.123101,0.000679,0.035434,0.0,0.105046,0.007429,0.139769,0.006422,0.370833,0.058394,80
deterministic_symbolic_tamp,probe_latency,0,0.38125,0.046559,0.069044,0.051071,0.214306,0.012029,0.171311,0.00892,0.172002,0.006919,0.175609,0.00274,0.093236,0.005301,0.156432,0.009055,0.124141,0.000689,0.036761,0.0,0.106532,0.00778,0.143082,0.006707,0.372917,0.057891,80
deterministic_symbolic_tamp,probe_latency,1,0.354167,0.039144,0.036969,0.044974,0.214036,0.012039,0.172425,0.008937,0.172222,0.00698,0.177316,0.00271,0.094594,0.005172,0.157247,0.009253,0.124141,0.000689,0.036761,0.0,0.106277,0.007626,0.142647,0.006575,0.35,0.056521,80
deterministic_symbolic_tamp,probe_latency,2,0.397917,0.048791,0.086044,0.053872,0.213318,0.012056,0.17188,0.008806,0.173008,0.007046,0.176235,0.003026,0.094313,0.005357,0.158112,0.009041,0.124141,0.000689,0.036761,0.0,0.105814,0.007823,0.143445,0.006692,0.352083,0.055433,80
deterministic_symbolic_tamp,probe_latency,3,0.341667,0.044218,0.032331,0.047622,0.213886,0.012114,0.171767,0.00885,0.172262,0.006992,0.175533,0.002677,0.094354,0.005213,0.156469,0.009218,0.124141,0.000689,0.036761,0.0,0.106361,0.007697,0.142142,0.006595,0.364583,0.056069,80
deterministic_symbolic_tamp,probe_latency,4,0.377083,0.036635,0.058488,0.041188,0.213072,0.012124,0.171568,0.008857,0.171704,0.006942,0.175484,0.002878,0.094897,0.005265,0.15754,0.009032,0.124141,0.000689,0.036761,0.0,0.106316,0.00755,0.143111,0.006617,0.291667,0.044447,80
deterministic_symbolic_tamp,probe_latency,5,0.358333,0.040719,0.045872,0.04133,0.214392,0.011929,0.171721,0.008717,0.172345,0.007105,0.174841,0.002593,0.094331,0.005189,0.156092,0.00909,0.124141,0.000689,0.036761,0.0,0.106451,0.007475,0.143545,0.006719,0.370833,0.054195,80
deterministic_symbolic_tamp,probe_latency,6,0.375,0.041703,0.061676,0.043759,0.213351,0.012302,0.171622,0.008898,0.172021,0.006804,0.176808,0.002571,0.09459,0.005383,0.156809,0.009288,0.124141,0.000689,0.036761,0.0,0.107355,0.0077,0.143356,0.0068,0.35625,0.049221,80
deterministic_symbolic_tamp,probe_latency,7,0.408333,0.045349,0.09357,0.051769,0.214092,0.012128,0.171967,0.008818,0.172308,0.007052,0.175321,0.002677,0.094659,0.005357,0.155976,0.00906,0.124141,0.000689,0.036761,0.0,0.106593,0.007552,0.143611,0.006572,0.333333,0.058111,80
deterministic_symbolic_tamp,probe_latency,8,0.379167,0.043477,0.065854,0.048602,0.214547,0.011939,0.171445,0.008923,0.171665,0.006881,0.174912,0.002977,0.094692,0.005183,0.156432,0.009035,0.124141,0.000689,0.036761,0.0,0.10642,0.007707,0.143029,0.00656,0.339583,0.052764,80
deterministic_symbolic_tamp,probe_latency,9,0.341667,0.043448,0.032101,0.043915,0.213493,0.01217,0.172315,0.008718,0.171815,0.006969,0.17779,0.00292,0.094075,0.005424,0.156619,0.008939,0.124141,0.000689,0.036761,0.0,0.106362,0.007648,0.143529,0.006589,0.385417,0.056817,80
deterministic_symbolic_tamp,sensor_dropout,0,0.339583,0.048426,-0.008759,0.052608,0.248124,0.01462,0.209681,0.011466,0.21487,0.008437,0.173029,0.003062,0.097106,0.005454,0.176162,0.01037,0.127394,0.000884,0.049726,0.0,0.108622,0.007838,0.174878,0.007476,0.366667,0.061058,80
deterministic_symbolic_tamp,sensor_dropout,1,0.347917,0.048339,-0.001041,0.054009,0.249457,0.014439,0.211421,0.0115,0.214569,0.008444,0.172981,0.002875,0.096883,0.005533,0.177336,0.01037,0.127394,0.000884,0.049726,0.0,0.107395,0.007769,0.174598,0.007358,0.402083,0.061963,80
deterministic_symbolic_tamp,sensor_dropout,2,0.320833,0.047486,-0.018299,0.049721,0.248563,0.014611,0.211182,0.011559,0.214532,0.008223,0.174594,0.002699,0.096862,0.00546,0.176635,0.01016,0.127394,0.000884,0.049726,0.0,0.107451,0.007606,0.174293,0.007417,0.441667,0.057263,80
deterministic_symbolic_tamp,sensor_dropout,3,0.364583,0.048304,0.016526,0.052072,0.248661,0.014546,0.210982,0.011687,0.215709,0.008284,0.172178,0.003123,0.097642,0.005445,0.175832,0.010305,0.127394,0.000884,0.049726,0.0,0.107776,0.007842,0.174681,0.007563,0.383333,0.061058,80
deterministic_symbolic_tamp,sensor_dropout,4,0.33125,0.036054,-0.026225,0.042086,0.24777,0.014599,0.211384,0.011568,0.215232,0.008528,0.174339,0.002618,0.097238,0.005326,0.176219,0.010088,0.127394,0.000884,0.049726,0.0,0.107808,0.00772,0.174884,0.007762,0.379167,0.050984,80
deterministic_symbolic_tamp,sensor_dropout,5,0.354167,0.039998,-0.004964,0.045157,0.24721,0.014496,0.210904,0.011494,0.214151,0.008399,0.174106,0.002918,0.09692,0.005172,0.175951,0.010197,0.127394,0.000884,0.049726,0.0,0.10776,0.007694,0.174075,0.007452,0.34375,0.051763,80
deterministic_symbolic_tamp,sensor_dropout,6,0.33125,0.042502,-0.022249,0.045569,0.248294,0.014543,0.211832,0.011352,0.214499,0.008274,0.172179,0.002726,0.097185,0.005518,0.176198,0.010064,0.127394,0.000884,0.049726,0.0,0.107356,0.008025,0.173628,0.007546,0.38125,0.055189,80
deterministic_symbolic_tamp,sensor_dropout,7,0.325,0.036244,-0.027815,0.041138,0.248713,0.014665,0.210208,0.011456,0.214782,0.008371,0.173685,0.002791,0.097245,0.005366,0.174968,0.010182,0.127394,0.000884,0.049726,0.0,0.108083,0.007593,0.174574,0.007432,0.358333,0.050359,80
deterministic_symbolic_tamp,sensor_dropout,8,0.33125,0.04557,-0.01787,0.051558,0.248709,0.014418,0.210906,0.011556,0.215508,0.008317,0.173747,0.002657,0.096865,0.005438,0.175753,0.010392,0.127394,0.000884,0.049726,0.0,0.107487,0.007527,0.174083,0.007547,0.391667,0.060698,80
deterministic_symbolic_tamp,sensor_dropout,9,0.335417,0.038324,-0.023459,0.043467,0.247677,0.014309,0.211614,0.011704,0.214233,0.008518,0.174045,0.002908,0.097234,0.005461,0.174719,0.010174,0.127394,0.000884,0.049726,0.0,0.106874,0.007726,0.174637,0.007634,0.372917,0.050742,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,0,0.3,0.044027,-0.041281,0.043599,0.245996,0.014373,0.191967,0.010171,0.199602,0.008331,0.171359,0.002876,0.103706,0.00597,0.176197,0.010683,0.130043,0.000797,0.043642,0.0,0.118491,0.008999,0.165911,0.008011,0.414583,0.05811,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,1,0.316667,0.043331,-0.029725,0.047248,0.246893,0.014449,0.191276,0.01034,0.199713,0.008425,0.173642,0.002909,0.103641,0.005971,0.177732,0.010787,0.130043,0.000797,0.043642,0.0,0.118989,0.009039,0.165964,0.0079,0.4,0.054078,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,2,0.347917,0.039921,-0.000546,0.043722,0.247859,0.014526,0.19236,0.010117,0.199236,0.008382,0.172272,0.002896,0.102784,0.005935,0.176596,0.011015,0.130043,0.000797,0.043642,0.0,0.119381,0.008831,0.166654,0.008049,0.34375,0.049427,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,3,0.354167,0.042455,-0.001723,0.04693,0.247071,0.014584,0.19272,0.010202,0.199595,0.008173,0.173275,0.003052,0.103073,0.005972,0.176804,0.01073,0.130043,0.000797,0.043642,0.0,0.118802,0.00887,0.167019,0.007985,0.377083,0.050908,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,4,0.364583,0.043909,0.009823,0.048926,0.245873,0.014431,0.193673,0.010179,0.198789,0.008226,0.174258,0.002703,0.104473,0.005923,0.176725,0.010561,0.130043,0.000797,0.043642,0.0,0.118927,0.008987,0.167075,0.008039,0.360417,0.057364,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,5,0.310417,0.042996,-0.034664,0.046263,0.24569,0.014407,0.191817,0.010306,0.198545,0.008151,0.1709,0.002807,0.103733,0.005877,0.175961,0.010841,0.130043,0.000797,0.043642,0.0,0.119329,0.008992,0.166399,0.007843,0.397917,0.052137,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,6,0.333333,0.050326,-0.01223,0.055469,0.248138,0.014813,0.192161,0.010081,0.199391,0.008307,0.172596,0.00255,0.104327,0.005807,0.176981,0.010615,0.130043,0.000797,0.043642,0.0,0.119368,0.008893,0.166164,0.007859,0.383333,0.056461,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,7,0.34375,0.048391,-0.003973,0.05243,0.246823,0.014496,0.192952,0.010086,0.200252,0.008335,0.172097,0.0029,0.103931,0.005926,0.17646,0.010888,0.130043,0.000797,0.043642,0.0,0.120169,0.009013,0.166927,0.007924,0.352083,0.049648,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,8,0.320833,0.046407,-0.02058,0.049055,0.247053,0.014479,0.192552,0.010067,0.199474,0.008191,0.172907,0.002876,0.103896,0.005886,0.17702,0.010935,0.130043,0.000797,0.043642,0.0,0.118971,0.008875,0.166838,0.008027,0.3875,0.059483,80
deterministic_symbolic_tamp,heldout_combined_contact_uncertainty,9,0.295833,0.041895,-0.044313,0.044048,0.246071,0.014446,0.191804,0.010347,0.200555,0.008152,0.174231,0.003136,0.103551,0.00572,0.177124,0.010574,0.130043,0.000797,0.043642,0.0,0.11939,0.008957,0.166307,0.007938,0.370833,0.055122,80
robust_geometric_tamp,nominal,0,0.51875,0.043871,0.30344,0.046416,0.136433,0.007398,0.118067,0.005451,0.109619,0.00411,0.242091,0.002608,0.059397,0.002642,0.108526,0.005546,0.234124,0.00057,0.022576,0.0,0.067238,0.003925,0.090645,0.003896,0.247917,0.048963,80
robust_geometric_tamp,nominal,1,0.51875,0.042701,0.303589,0.046135,0.136368,0.007663,0.117874,0.005133,0.11016,0.004072,0.242191,0.00219,0.059225,0.002752,0.108073,0.005534,0.234124,0.00057,0.022576,0.0,0.067815,0.003861,0.09044,0.003834,0.25625,0.046104,80
robust_geometric_tamp,nominal,2,0.527083,0.040862,0.312406,0.041995,0.137132,0.007369,0.117794,0.005383,0.109814,0.004128,0.241333,0.002564,0.057447,0.0026,0.107873,0.00529,0.234124,0.00057,0.022576,0.0,0.068455,0.003877,0.089443,0.00397,0.26875,0.044444,80
robust_geometric_tamp,nominal,3,0.529167,0.049574,0.3143,0.050268,0.136288,0.007027,0.117409,0.005258,0.11037,0.00407,0.243355,0.002735,0.05839,0.002695,0.10841,0.005395,0.234124,0.00057,0.022576,0.0,0.068988,0.003947,0.09026,0.00409,0.24375,0.050974,80
robust_geometric_tamp,nominal,4,0.5375,0.053252,0.322003,0.05537,0.136964,0.007591,0.118281,0.005522,0.109345,0.004131,0.240835,0.002398,0.058844,0.002549,0.107999,0.005452,0.234124,0.00057,0.022576,0.0,0.06812,0.003975,0.090234,0.003875,0.258333,0.05259,80
robust_geometric_tamp,nominal,5,0.55,0.047353,0.334536,0.050676,0.13648,0.007422,0.118095,0.005335,0.109699,0.003992,0.241466,0.002556,0.0585,0.002566,0.108609,0.005368,0.234124,0.00057,0.022576,0.0,0.069192,0.004041,0.090166,0.003742,0.241667,0.047885,80
robust_geometric_tamp,nominal,6,0.508333,0.041864,0.293428,0.04598,0.136404,0.007255,0.117886,0.005298,0.109068,0.004107,0.239945,0.002436,0.057929,0.002543,0.107936,0.005514,0.234124,0.00057,0.022576,0.0,0.068233,0.003978,0.090707,0.003844,0.254167,0.042296,80
