stress_level,method,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,groups
0.111111,proposed_contact_belief_tamp_v4,6,0.616667,0.043253,0.558692,0.043276,0.044494,0.002755,0.05558,0.001946,0.076315,0.001889,0.522879,0.002666,0.037742,0.001308,0.06037,0.002387,0.186383,0.000679,0.032906,0.0,0.049035,0.002122,0.062538,0.001953,80
0.111111,proposed_contact_belief_tamp_v4,7,0.61875,0.041983,0.561559,0.042633,0.043873,0.002732,0.055652,0.002055,0.075718,0.001833,0.522451,0.002839,0.03703,0.001352,0.059945,0.001988,0.186383,0.000679,0.032906,0.0,0.049473,0.001923,0.062243,0.00191,80
0.111111,proposed_contact_belief_tamp_v4,8,0.627083,0.039942,0.569134,0.039748,0.044422,0.002612,0.055033,0.001888,0.075532,0.001973,0.523925,0.002335,0.037687,0.001211,0.061071,0.002157,0.186383,0.000679,0.032906,0.0,0.049802,0.002102,0.062183,0.001969,80
0.111111,proposed_contact_belief_tamp_v4,9,0.666667,0.043487,0.608413,0.043166,0.045174,0.002712,0.054784,0.001908,0.075954,0.001861,0.524069,0.002664,0.037731,0.00121,0.060839,0.002255,0.186383,0.000679,0.032906,0.0,0.049925,0.002193,0.061827,0.00209,80
0.111111,contact_belief_branch_audit_v5,0,0.7,0.045904,0.706352,0.046365,0.008169,0.001403,0.019188,0.001216,0.047961,0.001192,0.581858,0.002615,0.021588,0.001009,0.040833,0.001415,0.190834,0.000739,0.028711,0.0,0.027586,0.001261,0.035533,0.001149,80
0.111111,contact_belief_branch_audit_v5,1,0.691667,0.043912,0.698127,0.044125,0.009105,0.001479,0.019063,0.001247,0.046911,0.001142,0.58239,0.002695,0.021412,0.000947,0.040202,0.001181,0.190834,0.000739,0.028711,0.0,0.02746,0.001204,0.035341,0.001165,80
0.111111,contact_belief_branch_audit_v5,2,0.69375,0.037859,0.700063,0.037885,0.009674,0.001563,0.019582,0.001148,0.047617,0.001157,0.581292,0.002527,0.021102,0.000884,0.039716,0.001247,0.190834,0.000739,0.028711,0.0,0.026809,0.001364,0.035347,0.001205,80
0.111111,contact_belief_branch_audit_v5,3,0.71875,0.037478,0.725488,0.037371,0.008755,0.001356,0.018885,0.001116,0.047594,0.00121,0.582809,0.002422,0.020872,0.000927,0.040331,0.001562,0.190834,0.000739,0.028711,0.0,0.027732,0.001183,0.035707,0.001052,80
0.111111,contact_belief_branch_audit_v5,4,0.720833,0.041408,0.727089,0.041527,0.00864,0.001539,0.019207,0.0013,0.047764,0.000926,0.583587,0.002656,0.021672,0.001002,0.040607,0.001374,0.190834,0.000739,0.028711,0.0,0.028515,0.00143,0.035252,0.001101,80
0.111111,contact_belief_branch_audit_v5,5,0.6625,0.04025,0.669303,0.040313,0.008342,0.001444,0.019046,0.001289,0.047252,0.00118,0.583551,0.002331,0.021048,0.001057,0.040485,0.001385,0.190834,0.000739,0.028711,0.0,0.028395,0.001297,0.035638,0.001133,80
0.111111,contact_belief_branch_audit_v5,6,0.675,0.03433,0.682136,0.034988,0.00763,0.00126,0.020046,0.001207,0.047758,0.001191,0.582396,0.002516,0.021331,0.000925,0.039965,0.001482,0.190834,0.000739,0.028711,0.0,0.027653,0.001161,0.035248,0.001031,80
0.111111,contact_belief_branch_audit_v5,7,0.70625,0.041599,0.713236,0.041862,0.008366,0.001405,0.019276,0.00118,0.047013,0.001053,0.583759,0.00254,0.020833,0.000997,0.040603,0.001437,0.190834,0.000739,0.028711,0.0,0.027766,0.001398,0.035991,0.001254,80
0.111111,contact_belief_branch_audit_v5,8,0.689583,0.047475,0.696174,0.047494,0.008272,0.001285,0.018977,0.001047,0.047505,0.001124,0.582269,0.002932,0.021056,0.001008,0.040476,0.001452,0.190834,0.000739,0.028711,0.0,0.027741,0.001117,0.036532,0.001067,80
0.111111,contact_belief_branch_audit_v5,9,0.704167,0.044247,0.710782,0.044199,0.008472,0.001555,0.019196,0.001252,0.048075,0.001217,0.581657,0.002342,0.021247,0.0009,0.039732,0.001499,0.190834,0.000739,0.028711,0.0,0.027757,0.001248,0.035735,0.001144,80
0.111111,oracle_hybrid_contact_planner,0,0.758333,0.041459,0.759796,0.041384,0.010599,0.001181,0.0347,0.001144,0.055358,0.000944,0.60502,0.002992,0.029044,0.000916,0.043921,0.001124,0.167356,0.000767,0.032486,0.0,0.034885,0.001001,0.044206,0.001005,80
0.111111,oracle_hybrid_contact_planner,1,0.760417,0.030664,0.761655,0.030703,0.010796,0.001185,0.035129,0.000875,0.054674,0.00093,0.600956,0.002958,0.029732,0.000831,0.041867,0.001113,0.167356,0.000767,0.032486,0.0,0.034447,0.001091,0.044046,0.000906,80
0.111111,oracle_hybrid_contact_planner,2,0.745833,0.043477,0.747314,0.043419,0.010373,0.001329,0.034253,0.000839,0.056242,0.000968,0.602586,0.002481,0.02904,0.000917,0.043133,0.001111,0.167356,0.000767,0.032486,0.0,0.034702,0.000957,0.04411,0.000944,80
0.111111,oracle_hybrid_contact_planner,3,0.733333,0.043719,0.735016,0.043868,0.01062,0.001208,0.035007,0.000973,0.055669,0.00092,0.605454,0.002795,0.029546,0.000811,0.043078,0.001068,0.167356,0.000767,0.032486,0.0,0.034862,0.000974,0.043365,0.000964,80
0.111111,oracle_hybrid_contact_planner,4,0.752083,0.041088,0.753453,0.041155,0.010576,0.001207,0.035741,0.000826,0.055489,0.000976,0.602519,0.002895,0.029171,0.001009,0.04231,0.001063,0.167356,0.000767,0.032486,0.0,0.034492,0.000953,0.04493,0.000946,80
0.111111,oracle_hybrid_contact_planner,5,0.745833,0.042296,0.747588,0.042496,0.010687,0.001223,0.034508,0.001114,0.054712,0.000948,0.602913,0.002477,0.028438,0.000908,0.042577,0.001076,0.167356,0.000767,0.032486,0.0,0.035194,0.001019,0.044715,0.000856,80
0.111111,oracle_hybrid_contact_planner,6,0.741667,0.039797,0.743441,0.039741,0.009874,0.001023,0.035177,0.000976,0.055116,0.000827,0.601682,0.002264,0.029721,0.000896,0.041389,0.001137,0.167356,0.000767,0.032486,0.0,0.035009,0.000882,0.044334,0.000817,80
0.111111,oracle_hybrid_contact_planner,7,0.725,0.036799,0.728051,0.037051,0.0099,0.001331,0.034541,0.000903,0.055739,0.00092,0.604447,0.002252,0.028214,0.001065,0.041907,0.001186,0.167356,0.000767,0.032486,0.0,0.034888,0.001044,0.043314,0.000921,80
0.111111,oracle_hybrid_contact_planner,8,0.733333,0.040512,0.734676,0.040223,0.010081,0.001237,0.034663,0.000873,0.055227,0.00093,0.603388,0.002461,0.02931,0.000972,0.043237,0.001088,0.167356,0.000767,0.032486,0.0,0.035583,0.000953,0.044554,0.000964,80
0.111111,oracle_hybrid_contact_planner,9,0.747917,0.038103,0.748547,0.03812,0.011168,0.001085,0.035307,0.000978,0.054586,0.000905,0.601793,0.002268,0.029621,0.000853,0.043048,0.001018,0.167356,0.000767,0.032486,0.0,0.035507,0.001083,0.043455,0.000874,80
0.222222,conformal_risk_tamp,0,0.54375,0.045662,0.364355,0.049439,0.10694,0.006085,0.098052,0.004157,0.104904,0.00362,0.335981,0.002576,0.049683,0.001977,0.099056,0.004778,0.286811,0.000769,0.026837,0.0,0.060064,0.002847,0.086641,0.003591,80
0.222222,conformal_risk_tamp,1,0.5125,0.043786,0.334637,0.046132,0.105105,0.006184,0.098072,0.004252,0.104683,0.003595,0.336854,0.002322,0.049069,0.001843,0.099563,0.004905,0.286811,0.000769,0.026837,0.0,0.059372,0.003209,0.086455,0.003611,80
0.222222,conformal_risk_tamp,2,0.53125,0.044292,0.352292,0.046523,0.10636,0.006221,0.098507,0.004222,0.104088,0.003509,0.334895,0.002813,0.049191,0.001986,0.099171,0.004823,0.286811,0.000769,0.026837,0.0,0.059716,0.002957,0.086805,0.003651,80
0.222222,conformal_risk_tamp,3,0.547917,0.04278,0.369392,0.044366,0.106488,0.006216,0.097472,0.003997,0.104265,0.003721,0.33738,0.002338,0.049532,0.001964,0.099852,0.004838,0.286811,0.000769,0.026837,0.0,0.058731,0.003077,0.086245,0.003761,80
0.222222,conformal_risk_tamp,4,0.510417,0.043231,0.331878,0.044655,0.105112,0.006312,0.097251,0.004183,0.105166,0.003686,0.33785,0.002977,0.049982,0.00189,0.1004,0.004795,0.286811,0.000769,0.026837,0.0,0.05978,0.003132,0.086557,0.003599,80
0.222222,conformal_risk_tamp,5,0.53125,0.039879,0.353322,0.041807,0.105457,0.006242,0.097554,0.004276,0.103705,0.003508,0.336281,0.002569,0.048799,0.001863,0.099424,0.004658,0.286811,0.000769,0.026837,0.0,0.059973,0.00304,0.086365,0.003707,80
0.222222,conformal_risk_tamp,6,0.522917,0.046396,0.344492,0.047881,0.106429,0.006462,0.096967,0.004131,0.104428,0.003559,0.33767,0.002545,0.048745,0.001985,0.099499,0.005016,0.286811,0.000769,0.026837,0.0,0.060152,0.003076,0.087031,0.003535,80
0.222222,conformal_risk_tamp,7,0.533333,0.042066,0.354441,0.04398,0.106556,0.006222,0.097801,0.004155,0.104688,0.003771,0.33632,0.002538,0.048706,0.001894,0.099933,0.00466,0.286811,0.000769,0.026837,0.0,0.059563,0.00311,0.087272,0.003534,80
0.222222,conformal_risk_tamp,8,0.520833,0.044399,0.340964,0.046831,0.106383,0.006167,0.097461,0.004178,0.104374,0.003766,0.334857,0.002758,0.049667,0.001945,0.099987,0.004895,0.286811,0.000769,0.026837,0.0,0.060619,0.003057,0.087847,0.003542,80
0.222222,conformal_risk_tamp,9,0.502083,0.038324,0.323114,0.041962,0.106954,0.006194,0.097397,0.004052,0.104326,0.003721,0.336983,0.00288,0.049238,0.001931,0.099417,0.004684,0.286811,0.000769,0.026837,0.0,0.059369,0.00282,0.087458,0.003634,80
0.222222,contingent_pomdp_tamp,0,0.589583,0.040655,0.455119,0.04325,0.084795,0.004881,0.081856,0.003511,0.090899,0.002845,0.43169,0.002414,0.048036,0.002062,0.080471,0.003504,0.272529,0.000732,0.032684,0.0,0.056895,0.002853,0.075909,0.002476,80
0.222222,contingent_pomdp_tamp,1,0.575,0.048236,0.44069,0.050551,0.084879,0.00483,0.08244,0.003282,0.09194,0.002804,0.434904,0.002705,0.047898,0.00175,0.081469,0.003635,0.272529,0.000732,0.032684,0.0,0.057077,0.00298,0.074979,0.002566,80
0.222222,contingent_pomdp_tamp,2,0.5875,0.043087,0.452865,0.043501,0.084447,0.005029,0.082762,0.00338,0.092522,0.002708,0.433186,0.00268,0.047912,0.001839,0.081688,0.003304,0.272529,0.000732,0.032684,0.0,0.056824,0.002887,0.075654,0.002661,80
0.222222,contingent_pomdp_tamp,3,0.627083,0.043581,0.492812,0.045344,0.085496,0.004893,0.082094,0.00339,0.092025,0.002689,0.434018,0.002667,0.047662,0.00193,0.080509,0.003679,0.272529,0.000732,0.032684,0.0,0.056707,0.002901,0.075311,0.002503,80
0.222222,contingent_pomdp_tamp,4,0.602083,0.042502,0.468242,0.043718,0.085413,0.004876,0.082429,0.003311,0.091349,0.00265,0.433474,0.002747,0.047558,0.001961,0.079702,0.003414,0.272529,0.000732,0.032684,0.0,0.056489,0.002792,0.075132,0.00239,80
0.222222,contingent_pomdp_tamp,5,0.591667,0.044218,0.457434,0.046105,0.085055,0.00503,0.082857,0.003125,0.091904,0.002706,0.434516,0.00244,0.047721,0.002037,0.08094,0.0034,0.272529,0.000732,0.032684,0.0,0.057327,0.002793,0.074606,0.002529,80
0.222222,contingent_pomdp_tamp,6,0.579167,0.042296,0.444385,0.04324,0.085368,0.005011,0.081911,0.003557,0.091549,0.002704,0.431069,0.002257,0.047521,0.001922,0.080829,0.003509,0.272529,0.000732,0.032684,0.0,0.057257,0.002835,0.075155,0.002344,80
0.222222,contingent_pomdp_tamp,7,0.58125,0.039837,0.44677,0.041721,0.085327,0.004888,0.082084,0.003451,0.092144,0.002655,0.433167,0.002418,0.047793,0.001808,0.080745,0.003477,0.272529,0.000732,0.032684,0.0,0.056827,0.002852,0.075125,0.002682,80
0.222222,contingent_pomdp_tamp,8,0.5875,0.046842,0.453215,0.048029,0.084809,0.004955,0.082397,0.003509,0.091303,0.002664,0.433287,0.002284,0.048002,0.001894,0.080891,0.003584,0.272529,0.000732,0.032684,0.0,0.056818,0.00278,0.075203,0.002376,80
0.222222,contingent_pomdp_tamp,9,0.535417,0.042183,0.400562,0.043318,0.085361,0.004714,0.082158,0.003278,0.091223,0.002675,0.434302,0.002458,0.047751,0.001868,0.082031,0.003499,0.272529,0.000732,0.032684,0.0,0.056771,0.002955,0.076189,0.00257,80
0.222222,risk_aware_tamp,0,0.5875,0.049642,0.44429,0.050993,0.084231,0.005358,0.085566,0.003633,0.09495,0.003054,0.402432,0.002871,0.041326,0.001527,0.085395,0.003711,0.30466,0.000792,0.029738,0.0,0.051882,0.002167,0.077186,0.002828,80
0.222222,risk_aware_tamp,1,0.595833,0.049232,0.451788,0.051163,0.085332,0.005446,0.084968,0.003491,0.095671,0.003141,0.402232,0.00271,0.041722,0.001494,0.085688,0.003672,0.30466,0.000792,0.029738,0.0,0.050602,0.002215,0.078277,0.002916,80
0.222222,risk_aware_tamp,2,0.59375,0.040195,0.448326,0.040967,0.086202,0.005142,0.085733,0.003488,0.095826,0.003061,0.400168,0.002497,0.041226,0.001519,0.0868,0.003739,0.30466,0.000792,0.029738,0.0,0.051579,0.002111,0.07835,0.002784,80
0.222222,risk_aware_tamp,3,0.6,0.047424,0.455962,0.048982,0.087022,0.005151,0.086777,0.003578,0.095383,0.002833,0.404213,0.002866,0.04078,0.001543,0.085877,0.003853,0.30466,0.000792,0.029738,0.0,0.050093,0.002194,0.077036,0.00303,80
0.222222,risk_aware_tamp,4,0.56875,0.045272,0.425596,0.045955,0.085151,0.005367,0.086617,0.003593,0.09586,0.002981,0.402732,0.00289,0.040114,0.001421,0.085961,0.003673,0.30466,0.000792,0.029738,0.0,0.050543,0.00208,0.07722,0.002878,80
0.222222,risk_aware_tamp,5,0.583333,0.048271,0.439031,0.048735,0.086005,0.005008,0.086676,0.00362,0.095496,0.002819,0.400433,0.002713,0.041491,0.001369,0.085087,0.003802,0.30466,0.000792,0.029738,0.0,0.049918,0.002286,0.077786,0.002963,80
0.222222,risk_aware_tamp,6,0.56875,0.046012,0.424206,0.04779,0.085898,0.005108,0.086731,0.003426,0.094987,0.003081,0.402822,0.002442,0.042094,0.001359,0.086276,0.004228,0.30466,0.000792,0.029738,0.0,0.050227,0.002162,0.077533,0.003005,80
0.222222,risk_aware_tamp,7,0.566667,0.048827,0.42264,0.049342,0.085936,0.005045,0.085836,0.003454,0.095753,0.003049,0.402925,0.002941,0.040843,0.001418,0.085931,0.003706,0.30466,0.000792,0.029738,0.0,0.050818,0.002439,0.077981,0.00289,80
0.222222,risk_aware_tamp,8,0.58125,0.050658,0.437012,0.053228,0.086045,0.005295,0.086568,0.003427,0.096317,0.003026,0.401042,0.002639,0.040187,0.001513,0.085812,0.003691,0.30466,0.000792,0.029738,0.0,0.050972,0.002277,0.077968,0.002955,80
0.222222,risk_aware_tamp,9,0.570833,0.043786,0.426459,0.044855,0.085557,0.00518,0.086319,0.003501,0.096132,0.00314,0.399905,0.002635,0.041507,0.001402,0.085339,0.003664,0.30466,0.000792,0.029738,0.0,0.05078,0.002073,0.077151,0.002771,80
0.222222,proposed_contact_belief_tamp_v4,0,0.635417,0.041942,0.571903,0.042418,0.047393,0.002927,0.05671,0.001982,0.079951,0.002053,0.523302,0.002635,0.038967,0.001192,0.061715,0.002313,0.190725,0.000739,0.035133,0.0,0.051605,0.002284,0.065263,0.001848,80
0.222222,proposed_contact_belief_tamp_v4,1,0.595833,0.048541,0.532218,0.048091,0.047357,0.003155,0.057872,0.001937,0.079105,0.001926,0.522283,0.002839,0.03823,0.001202,0.063185,0.002316,0.190725,0.000739,0.035133,0.0,0.051106,0.002306,0.064655,0.002006,80
0.222222,proposed_contact_belief_tamp_v4,2,0.6,0.040093,0.535883,0.039633,0.048451,0.00282,0.057811,0.002129,0.080386,0.002148,0.521691,0.002573,0.038558,0.00127,0.061887,0.002084,0.190725,0.000739,0.035133,0.0,0.050506,0.002187,0.065225,0.002081,80
0.222222,proposed_contact_belief_tamp_v4,3,0.616667,0.044027,0.553153,0.044515,0.047399,0.002814,0.057488,0.00206,0.079369,0.002009,0.522171,0.002571,0.038287,0.001234,0.062132,0.002041,0.190725,0.000739,0.035133,0.0,0.051575,0.002225,0.065128,0.001883,80
0.222222,proposed_contact_belief_tamp_v4,4,0.614583,0.044482,0.551608,0.045054,0.046838,0.002827,0.057135,0.00199,0.079723,0.001953,0.523783,0.002527,0.039066,0.001395,0.062424,0.002254,0.190725,0.000739,0.035133,0.0,0.050358,0.002313,0.064569,0.002006,80
0.222222,proposed_contact_belief_tamp_v4,5,0.63125,0.03707,0.568467,0.037712,0.047155,0.003098,0.056495,0.001961,0.079428,0.00208,0.523295,0.002501,0.038597,0.001148,0.061941,0.002263,0.190725,0.000739,0.035133,0.0,0.050491,0.002168,0.064762,0.001919,80
0.222222,proposed_contact_belief_tamp_v4,6,0.5875,0.045748,0.524059,0.046355,0.048113,0.003027,0.056989,0.001992,0.080359,0.00193,0.523978,0.002301,0.038154,0.0014,0.06175,0.002265,0.190725,0.000739,0.035133,0.0,0.051823,0.002278,0.064768,0.00194,80
0.222222,proposed_contact_belief_tamp_v4,7,0.664583,0.043678,0.60146,0.043696,0.046776,0.003068,0.057202,0.001993,0.079641,0.002221,0.523488,0.002484,0.038547,0.001367,0.061945,0.002266,0.190725,0.000739,0.035133,0.0,0.052167,0.002251,0.064928,0.001821,80
0.222222,proposed_contact_belief_tamp_v4,8,0.63125,0.045272,0.568855,0.045054,0.046905,0.002838,0.05659,0.002041,0.079769,0.001963,0.525062,0.002573,0.038167,0.001228,0.061798,0.002249,0.190725,0.000739,0.035133,0.0,0.050962,0.002224,0.065413,0.001954,80
0.222222,proposed_contact_belief_tamp_v4,9,0.602083,0.044823,0.538624,0.044389,0.047918,0.003012,0.056504,0.002021,0.078894,0.002134,0.523316,0.002512,0.038586,0.001424,0.062421,0.002147,0.190725,0.000739,0.035133,0.0,0.051212,0.002243,0.064576,0.001863,80
0.222222,contact_belief_branch_audit_v5,0,0.71875,0.038368,0.722145,0.038378,0.009667,0.001646,0.020201,0.001241,0.048793,0.001074,0.582784,0.00235,0.022014,0.001096,0.041477,0.001371,0.195563,0.000807,0.030994,0.0,0.028362,0.001389,0.036751,0.001004,80
0.222222,contact_belief_branch_audit_v5,1,0.695833,0.039744,0.698934,0.040156,0.010276,0.001578,0.020553,0.00121,0.048772,0.001149,0.582472,0.002672,0.021772,0.000921,0.041631,0.001605,0.195563,0.000807,0.030994,0.0,0.028248,0.001321,0.036557,0.001091,80
0.222222,contact_belief_branch_audit_v5,2,0.695833,0.040998,0.698927,0.041217,0.009601,0.001335,0.021139,0.001158,0.048467,0.001214,0.581216,0.002415,0.021507,0.001047,0.041702,0.001447,0.195563,0.000807,0.030994,0.0,0.02872,0.001358,0.037056,0.001238,80
0.222222,contact_belief_branch_audit_v5,3,0.704167,0.034855,0.707507,0.034871,0.009995,0.001551,0.019225,0.001268,0.049554,0.001248,0.581357,0.002441,0.02154,0.001085,0.040429,0.001394,0.195563,0.000807,0.030994,0.0,0.028747,0.001317,0.037592,0.001081,80
0.222222,contact_belief_branch_audit_v5,4,0.666667,0.04792,0.670841,0.048141,0.008256,0.001457,0.020339,0.001183,0.047825,0.001145,0.581952,0.002605,0.022048,0.001067,0.041617,0.001419,0.195563,0.000807,0.030994,0.0,0.028093,0.001376,0.036551,0.00103,80
0.222222,contact_belief_branch_audit_v5,5,0.710417,0.036171,0.713844,0.03644,0.009457,0.001477,0.020239,0.001385,0.04947,0.001281,0.583208,0.002354,0.021911,0.000997,0.041472,0.001499,0.195563,0.000807,0.030994,0.0,0.02902,0.001325,0.036487,0.001166,80
0.222222,contact_belief_branch_audit_v5,6,0.647917,0.044254,0.651273,0.044926,0.009684,0.001534,0.020048,0.00128,0.048137,0.00121,0.580697,0.002707,0.021547,0.001017,0.040383,0.001416,0.195563,0.000807,0.030994,0.0,0.029454,0.001208,0.037251,0.001237,80
0.222222,contact_belief_branch_audit_v5,7,0.685417,0.038544,0.688168,0.03869,0.010287,0.001509,0.019711,0.001189,0.048615,0.001442,0.582067,0.002612,0.021818,0.000989,0.041737,0.00158,0.195563,0.000807,0.030994,0.0,0.029044,0.00142,0.037159,0.001227,80
0.222222,contact_belief_branch_audit_v5,8,0.704167,0.039402,0.707572,0.039738,0.010508,0.001515,0.020573,0.001194,0.047602,0.000933,0.582233,0.0028,0.021404,0.001041,0.04102,0.001455,0.195563,0.000807,0.030994,0.0,0.028526,0.001337,0.036523,0.001188,80
0.222222,contact_belief_branch_audit_v5,9,0.68125,0.038192,0.683098,0.037974,0.010911,0.001622,0.020539,0.001202,0.049104,0.001181,0.580024,0.002575,0.022312,0.001062,0.041956,0.001578,0.195563,0.000807,0.030994,0.0,0.028463,0.001364,0.036577,0.001171,80
0.222222,oracle_hybrid_contact_planner,0,0.76875,0.037433,0.767775,0.037576,0.01085,0.001117,0.035849,0.001082,0.055659,0.000944,0.601389,0.002739,0.030034,0.00089,0.043855,0.001127,0.171876,0.000837,0.034121,0.0,0.034825,0.00096,0.044222,0.001033,80
0.222222,oracle_hybrid_contact_planner,1,0.74375,0.042283,0.743089,0.042269,0.011879,0.001363,0.034939,0.00104,0.054726,0.001022,0.601798,0.002428,0.029323,0.000945,0.042608,0.001052,0.171876,0.000837,0.034121,0.0,0.035869,0.001017,0.043951,0.00093,80
0.222222,oracle_hybrid_contact_planner,2,0.672917,0.036956,0.672352,0.037,0.011002,0.001289,0.035226,0.001003,0.055997,0.000944,0.60272,0.002678,0.030302,0.000869,0.042896,0.001078,0.171876,0.000837,0.034121,0.0,0.03461,0.000951,0.044424,0.000951,80
0.222222,oracle_hybrid_contact_planner,3,0.716667,0.045163,0.715726,0.04513,0.011263,0.001058,0.035477,0.000926,0.055654,0.000885,0.601121,0.002867,0.029355,0.000888,0.043229,0.00115,0.171876,0.000837,0.034121,0.0,0.035623,0.000933,0.044657,0.000964,80
0.222222,oracle_hybrid_contact_planner,4,0.720833,0.041408,0.720734,0.041597,0.010522,0.001246,0.035104,0.001053,0.056145,0.000937,0.60247,0.002587,0.029334,0.000843,0.042239,0.001195,0.171876,0.000837,0.034121,0.0,0.036123,0.001001,0.044742,0.001032,80
0.222222,oracle_hybrid_contact_planner,5,0.735417,0.043755,0.734636,0.043688,0.011382,0.001194,0.034993,0.000954,0.055673,0.001016,0.60198,0.002686,0.029297,0.000893,0.043508,0.001227,0.171876,0.000837,0.034121,0.0,0.035439,0.00103,0.044468,0.000905,80
0.222222,oracle_hybrid_contact_planner,6,0.739583,0.040195,0.738506,0.040178,0.01085,0.001302,0.036121,0.001052,0.055434,0.00088,0.601658,0.002819,0.029689,0.000913,0.043626,0.001216,0.171876,0.000837,0.034121,0.0,0.035898,0.000932,0.04472,0.000787,80
0.222222,oracle_hybrid_contact_planner,7,0.789583,0.036171,0.789418,0.036123,0.011326,0.00122,0.035235,0.001025,0.055712,0.000936,0.600475,0.002804,0.028541,0.000767,0.042713,0.001274,0.171876,0.000837,0.034121,0.0,0.035605,0.001043,0.043243,0.000915,80
0.222222,oracle_hybrid_contact_planner,8,0.710417,0.037992,0.710344,0.037898,0.010275,0.001208,0.035695,0.000993,0.055923,0.000876,0.602015,0.002702,0.030087,0.000881,0.042825,0.001171,0.171876,0.000837,0.034121,0.0,0.034885,0.001084,0.043448,0.000926,80
0.222222,oracle_hybrid_contact_planner,9,0.722917,0.039389,0.722311,0.03953,0.011383,0.001358,0.03598,0.001001,0.055675,0.001101,0.601362,0.002564,0.028973,0.000996,0.043027,0.001221,0.171876,0.000837,0.034121,0.0,0.035233,0.001033,0.044377,0.000865,80
0.333333,conformal_risk_tamp,0,0.547917,0.04278,0.35907,0.044339,0.113067,0.006501,0.101707,0.004497,0.10988,0.00394,0.33417,0.002723,0.050515,0.002072,0.104407,0.005298,0.290702,0.000833,0.028378,0.0,0.061915,0.003275,0.091165,0.003993,80
0.333333,conformal_risk_tamp,1,0.533333,0.042066,0.343291,0.043553,0.112656,0.006815,0.101492,0.004292,0.110505,0.003915,0.332349,0.002427,0.051386,0.002183,0.10535,0.005248,0.290702,0.000833,0.028378,0.0,0.062348,0.003201,0.091991,0.003851,80
0.333333,conformal_risk_tamp,2,0.552083,0.046704,0.364023,0.0492,0.111512,0.006685,0.102039,0.004474,0.109784,0.00398,0.337342,0.002287,0.051855,0.002133,0.1044,0.005261,0.290702,0.000833,0.028378,0.0,0.061378,0.003345,0.091424,0.003952,80
0.333333,conformal_risk_tamp,3,0.5125,0.040166,0.323592,0.041514,0.112623,0.00675,0.102035,0.004502,0.109691,0.003907,0.334458,0.002776,0.050755,0.002253,0.104419,0.005428,0.290702,0.000833,0.028378,0.0,0.062691,0.003312,0.091173,0.003888,80
0.333333,conformal_risk_tamp,4,0.525,0.042346,0.336567,0.045082,0.112555,0.006732,0.102359,0.004381,0.109937,0.004104,0.337663,0.002979,0.051071,0.002205,0.104335,0.005083,0.290702,0.000833,0.028378,0.0,0.062089,0.003032,0.091507,0.003827,80
0.333333,conformal_risk_tamp,5,0.533333,0.042066,0.344895,0.044223,0.111943,0.006565,0.101761,0.004259,0.109353,0.00394,0.334786,0.002569,0.050634,0.002168,0.10419,0.005197,0.290702,0.000833,0.028378,0.0,0.062895,0.003353,0.09176,0.003873,80
0.333333,conformal_risk_tamp,6,0.504167,0.047201,0.315515,0.050456,0.112797,0.006652,0.101902,0.004484,0.11089,0.003728,0.336372,0.002537,0.050965,0.002111,0.104019,0.005111,0.290702,0.000833,0.028378,0.0,0.062321,0.003259,0.091102,0.003953,80
0.333333,conformal_risk_tamp,7,0.495833,0.052292,0.30793,0.053963,0.111341,0.006743,0.101399,0.004438,0.109923,0.004016,0.336281,0.00279,0.05114,0.002196,0.104575,0.005047,0.290702,0.000833,0.028378,0.0,0.061862,0.00339,0.091363,0.00395,80
0.333333,conformal_risk_tamp,8,0.508333,0.051618,0.320477,0.052707,0.112121,0.006609,0.102615,0.004511,0.109261,0.003853,0.336558,0.003034,0.050983,0.002251,0.103183,0.005248,0.290702,0.000833,0.028378,0.0,0.062439,0.003462,0.090966,0.003875,80
0.333333,conformal_risk_tamp,9,0.554167,0.047841,0.365658,0.050164,0.112608,0.006562,0.10205,0.004345,0.110682,0.003905,0.336083,0.003093,0.050791,0.002244,0.104514,0.005307,0.290702,0.000833,0.028378,0.0,0.061604,0.003191,0.091202,0.004023,80
0.333333,contingent_pomdp_tamp,0,0.5375,0.042296,0.3948,0.042968,0.089798,0.005104,0.085872,0.003746,0.096495,0.002838,0.431739,0.00281,0.049698,0.001923,0.083782,0.003698,0.276656,0.000792,0.034965,0.0,0.059088,0.003173,0.078993,0.002766,80
0.333333,contingent_pomdp_tamp,1,0.5875,0.045004,0.444432,0.046514,0.089662,0.005386,0.086175,0.003784,0.095882,0.002854,0.432399,0.002327,0.050339,0.002112,0.084568,0.003583,0.276656,0.000792,0.034965,0.0,0.058756,0.003032,0.079354,0.002587,80
0.333333,contingent_pomdp_tamp,2,0.5625,0.036465,0.419024,0.037353,0.090251,0.005494,0.08613,0.003555,0.097063,0.002787,0.433175,0.002422,0.049992,0.001924,0.083847,0.003681,0.276656,0.000792,0.034965,0.0,0.06028,0.002984,0.079841,0.002882,80
