stress_level,method,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,groups
0.0,risk_aware_tamp,3,0.56875,0.043368,0.441574,0.043888,0.074608,0.004641,0.077977,0.003125,0.086509,0.00261,0.403099,0.00241,0.038595,0.001313,0.078141,0.003284,0.296483,0.00066,0.026204,0.0,0.04714,0.001894,0.070382,0.002438,80
0.0,risk_aware_tamp,4,0.604167,0.044399,0.476141,0.044975,0.075555,0.004579,0.079133,0.002993,0.086906,0.00272,0.403409,0.002553,0.039121,0.001475,0.078447,0.003372,0.296483,0.00066,0.026204,0.0,0.046909,0.002003,0.069779,0.00255,80
0.0,risk_aware_tamp,5,0.55625,0.043851,0.42928,0.044619,0.07577,0.004411,0.078432,0.003081,0.086205,0.002514,0.405304,0.002706,0.038187,0.001146,0.077813,0.003213,0.296483,0.00066,0.026204,0.0,0.046421,0.001887,0.070493,0.002728,80
0.0,risk_aware_tamp,6,0.554167,0.046407,0.426865,0.047561,0.074659,0.004489,0.077844,0.003012,0.086588,0.002561,0.404032,0.002257,0.038706,0.001219,0.078255,0.003312,0.296483,0.00066,0.026204,0.0,0.047696,0.001755,0.070461,0.002396,80
0.0,risk_aware_tamp,7,0.608333,0.043136,0.480479,0.044167,0.075033,0.004508,0.078239,0.002946,0.08678,0.002451,0.404518,0.002639,0.039318,0.001291,0.078979,0.003082,0.296483,0.00066,0.026204,0.0,0.04716,0.001916,0.070146,0.002507,80
0.0,risk_aware_tamp,8,0.614583,0.041741,0.487125,0.043339,0.075611,0.004418,0.078944,0.003111,0.086923,0.002588,0.40414,0.002677,0.038735,0.001317,0.077683,0.003161,0.296483,0.00066,0.026204,0.0,0.046752,0.00183,0.070053,0.002498,80
0.0,risk_aware_tamp,9,0.583333,0.045757,0.455549,0.047102,0.075376,0.004392,0.07894,0.003132,0.085984,0.00259,0.403967,0.002548,0.038007,0.001398,0.079417,0.003331,0.296483,0.00066,0.026204,0.0,0.047218,0.001954,0.070785,0.002395,80
0.0,proposed_contact_belief_tamp_v4,0,0.645833,0.042455,0.593919,0.041999,0.042435,0.002419,0.052933,0.001866,0.073198,0.001822,0.525917,0.002415,0.036121,0.001159,0.058645,0.001937,0.18204,0.000618,0.030678,0.0,0.047091,0.002007,0.059365,0.001621,80
0.0,proposed_contact_belief_tamp_v4,1,0.622917,0.043387,0.570535,0.043942,0.04251,0.002608,0.052249,0.001709,0.073067,0.001534,0.526086,0.002478,0.036996,0.001125,0.058517,0.001777,0.18204,0.000618,0.030678,0.0,0.04753,0.001845,0.059599,0.001828,80
0.0,proposed_contact_belief_tamp_v4,2,0.664583,0.042502,0.612141,0.042733,0.04236,0.002796,0.053895,0.001737,0.073591,0.001755,0.526117,0.002658,0.037065,0.001229,0.058553,0.00191,0.18204,0.000618,0.030678,0.0,0.046728,0.001821,0.059795,0.001719,80
0.0,proposed_contact_belief_tamp_v4,3,0.622917,0.044158,0.571336,0.044358,0.041062,0.002498,0.05391,0.001924,0.072608,0.001894,0.526295,0.00219,0.036468,0.001227,0.059236,0.001837,0.18204,0.000618,0.030678,0.0,0.047281,0.002089,0.059329,0.001694,80
0.0,proposed_contact_belief_tamp_v4,4,0.627083,0.03777,0.574555,0.038014,0.041812,0.002317,0.054237,0.001738,0.073583,0.001789,0.523992,0.002382,0.0365,0.001147,0.058678,0.002022,0.18204,0.000618,0.030678,0.0,0.047972,0.001741,0.059244,0.001894,80
0.0,proposed_contact_belief_tamp_v4,5,0.652083,0.04278,0.59969,0.043048,0.041238,0.00243,0.053109,0.002006,0.073127,0.0018,0.524199,0.002413,0.037143,0.001167,0.059491,0.001921,0.18204,0.000618,0.030678,0.0,0.047395,0.001854,0.059044,0.001555,80
0.0,proposed_contact_belief_tamp_v4,6,0.652083,0.040758,0.600013,0.04097,0.041672,0.002609,0.053466,0.001778,0.073034,0.001628,0.523639,0.002466,0.036244,0.00116,0.058274,0.001741,0.18204,0.000618,0.030678,0.0,0.047412,0.002003,0.059955,0.001544,80
0.0,proposed_contact_belief_tamp_v4,7,0.658333,0.046815,0.606672,0.047193,0.042288,0.002606,0.052381,0.001907,0.072812,0.001667,0.526609,0.002626,0.03626,0.001225,0.059226,0.001829,0.18204,0.000618,0.030678,0.0,0.046827,0.001975,0.058682,0.001814,80
0.0,proposed_contact_belief_tamp_v4,8,0.64375,0.046031,0.591503,0.046392,0.041898,0.002576,0.053947,0.001705,0.073276,0.001886,0.525321,0.002566,0.036355,0.001163,0.059258,0.002094,0.18204,0.000618,0.030678,0.0,0.046902,0.001873,0.059837,0.001837,80
0.0,proposed_contact_belief_tamp_v4,9,0.616667,0.044409,0.564937,0.045235,0.042001,0.002483,0.052288,0.001779,0.072138,0.001816,0.524846,0.002645,0.036397,0.001149,0.058325,0.001902,0.18204,0.000618,0.030678,0.0,0.04735,0.001885,0.059316,0.001749,80
0.0,contact_belief_branch_audit_v5,0,0.66875,0.043678,0.679478,0.04366,0.007185,0.001385,0.018489,0.00108,0.045875,0.001224,0.58449,0.002545,0.020456,0.000973,0.037981,0.001309,0.186105,0.000672,0.026429,0.0,0.027035,0.001185,0.034797,0.00101,80
0.0,contact_belief_branch_audit_v5,1,0.716667,0.034575,0.726442,0.035058,0.007477,0.001344,0.018788,0.00117,0.045716,0.001023,0.582349,0.002484,0.020391,0.000925,0.039352,0.001316,0.186105,0.000672,0.026429,0.0,0.027349,0.001235,0.034144,0.001047,80
0.0,contact_belief_branch_audit_v5,2,0.727083,0.043581,0.737719,0.04369,0.007518,0.001262,0.018733,0.001218,0.046044,0.00121,0.583464,0.002315,0.020293,0.000984,0.037822,0.001366,0.186105,0.000672,0.026429,0.0,0.026516,0.001226,0.034617,0.001056,80
0.0,contact_belief_branch_audit_v5,3,0.691667,0.040303,0.702388,0.040494,0.005477,0.001166,0.01813,0.001206,0.045225,0.001013,0.584683,0.002696,0.021129,0.001006,0.040598,0.001349,0.186105,0.000672,0.026429,0.0,0.02661,0.001201,0.03451,0.001068,80
0.0,contact_belief_branch_audit_v5,4,0.727083,0.040779,0.736766,0.040794,0.007211,0.001316,0.018855,0.001216,0.045996,0.001047,0.582032,0.002756,0.021345,0.000929,0.038235,0.001224,0.186105,0.000672,0.026429,0.0,0.027624,0.001187,0.03411,0.001099,80
0.0,contact_belief_branch_audit_v5,5,0.704167,0.038095,0.714827,0.038356,0.007148,0.001211,0.019223,0.001082,0.045036,0.001026,0.583647,0.002636,0.020582,0.00092,0.038587,0.001411,0.186105,0.000672,0.026429,0.0,0.026282,0.001174,0.034188,0.001018,80
0.0,contact_belief_branch_audit_v5,6,0.702083,0.040965,0.712976,0.041331,0.007098,0.001191,0.018421,0.001139,0.045892,0.001016,0.582116,0.002432,0.020212,0.001018,0.037962,0.0014,0.186105,0.000672,0.026429,0.0,0.025786,0.001077,0.034572,0.001155,80
0.0,contact_belief_branch_audit_v5,7,0.689583,0.044158,0.699467,0.043998,0.007157,0.001464,0.018335,0.00116,0.046219,0.001069,0.58406,0.002645,0.020742,0.000993,0.039865,0.00129,0.186105,0.000672,0.026429,0.0,0.026785,0.001257,0.034854,0.001088,80
0.0,contact_belief_branch_audit_v5,8,0.691667,0.042742,0.700966,0.042985,0.007191,0.001387,0.018081,0.001206,0.04524,0.001286,0.580804,0.002241,0.020568,0.001044,0.04069,0.00151,0.186105,0.000672,0.026429,0.0,0.026551,0.001201,0.034925,0.001202,80
0.0,contact_belief_branch_audit_v5,9,0.708333,0.039627,0.718834,0.039781,0.006781,0.001336,0.01823,0.001235,0.045708,0.001147,0.58284,0.002282,0.020566,0.000992,0.039033,0.00146,0.186105,0.000672,0.026429,0.0,0.026834,0.00111,0.034047,0.001129,80
0.0,oracle_hybrid_contact_planner,0,0.73125,0.042502,0.734758,0.042867,0.009538,0.001091,0.036127,0.001001,0.05433,0.000885,0.60281,0.002803,0.028977,0.000778,0.042272,0.001153,0.162837,0.000696,0.03085,0.0,0.034483,0.000945,0.043613,0.000829,80
0.0,oracle_hybrid_contact_planner,1,0.7375,0.04417,0.741376,0.044486,0.009555,0.001317,0.035227,0.001018,0.054289,0.0009,0.603945,0.002448,0.028559,0.000809,0.042736,0.001035,0.162837,0.000696,0.03085,0.0,0.034837,0.001043,0.043059,0.000914,80
0.0,oracle_hybrid_contact_planner,2,0.7375,0.036649,0.740466,0.03665,0.010531,0.001333,0.035274,0.000935,0.054415,0.000996,0.603313,0.002446,0.029131,0.000861,0.043541,0.001166,0.162837,0.000696,0.03085,0.0,0.033482,0.000879,0.043224,0.00102,80
0.0,oracle_hybrid_contact_planner,3,0.760417,0.040195,0.764546,0.040147,0.008708,0.001087,0.034991,0.000876,0.054685,0.000987,0.603112,0.002448,0.028756,0.001012,0.042897,0.001217,0.162837,0.000696,0.03085,0.0,0.033984,0.000987,0.04367,0.000807,80
0.0,oracle_hybrid_contact_planner,4,0.777083,0.036264,0.781244,0.036448,0.00995,0.001178,0.033964,0.000994,0.054413,0.000915,0.603358,0.002463,0.02863,0.000884,0.041576,0.001238,0.162837,0.000696,0.03085,0.0,0.034731,0.000876,0.042859,0.000993,80
0.0,oracle_hybrid_contact_planner,5,0.747917,0.043094,0.751463,0.043325,0.010632,0.001136,0.033806,0.000876,0.054379,0.000944,0.602465,0.002512,0.029006,0.000961,0.04211,0.00119,0.162837,0.000696,0.03085,0.0,0.03361,0.000834,0.043023,0.000915,80
0.0,oracle_hybrid_contact_planner,6,0.80625,0.033606,0.810344,0.033621,0.009176,0.001115,0.034381,0.000924,0.05512,0.000971,0.603489,0.002697,0.0283,0.000847,0.043165,0.001221,0.162837,0.000696,0.03085,0.0,0.034143,0.000971,0.043468,0.000895,80
0.0,oracle_hybrid_contact_planner,7,0.7375,0.034758,0.741352,0.034924,0.009619,0.001054,0.034134,0.000928,0.055163,0.000854,0.602555,0.002358,0.028406,0.000797,0.041923,0.001134,0.162837,0.000696,0.03085,0.0,0.035275,0.000969,0.043251,0.000966,80
0.0,oracle_hybrid_contact_planner,8,0.74375,0.043465,0.748185,0.043637,0.009742,0.001165,0.034004,0.001002,0.054583,0.00086,0.604679,0.002637,0.028603,0.000999,0.041624,0.001087,0.162837,0.000696,0.03085,0.0,0.034208,0.000967,0.043698,0.00095,80
0.0,oracle_hybrid_contact_planner,9,0.775,0.034428,0.77807,0.034458,0.010716,0.001153,0.034548,0.00103,0.054569,0.000838,0.602807,0.002404,0.02868,0.0009,0.042196,0.001197,0.162837,0.000696,0.03085,0.0,0.034834,0.000986,0.043836,0.000957,80
0.111111,conformal_risk_tamp,0,0.558333,0.044294,0.390279,0.044897,0.098769,0.005634,0.093927,0.003885,0.100109,0.003599,0.337629,0.002655,0.046649,0.001877,0.095691,0.004601,0.282921,0.000705,0.025295,0.0,0.057105,0.002778,0.081787,0.003393,80
0.111111,conformal_risk_tamp,1,0.552083,0.04486,0.383616,0.045988,0.099927,0.005824,0.092993,0.003681,0.099529,0.003502,0.337115,0.002595,0.046779,0.001891,0.094782,0.004474,0.282921,0.000705,0.025295,0.0,0.057167,0.002747,0.082382,0.003431,80
0.111111,conformal_risk_tamp,2,0.51875,0.046849,0.350015,0.047963,0.100369,0.005698,0.093216,0.00384,0.099386,0.003242,0.337208,0.002347,0.047035,0.001829,0.094701,0.004431,0.282921,0.000705,0.025295,0.0,0.057156,0.00284,0.082066,0.003393,80
0.111111,conformal_risk_tamp,3,0.54375,0.042203,0.374472,0.044278,0.10009,0.00569,0.09293,0.003837,0.099625,0.00338,0.33595,0.002451,0.047088,0.001672,0.094889,0.004443,0.282921,0.000705,0.025295,0.0,0.058266,0.002605,0.082528,0.003411,80
0.111111,conformal_risk_tamp,4,0.541667,0.04047,0.373075,0.042504,0.100418,0.005676,0.093593,0.003764,0.099531,0.003381,0.336977,0.002232,0.046871,0.001913,0.094063,0.004567,0.282921,0.000705,0.025295,0.0,0.056866,0.002721,0.082607,0.003373,80
0.111111,conformal_risk_tamp,5,0.504167,0.043477,0.33547,0.044165,0.100904,0.005785,0.093511,0.003859,0.099973,0.003348,0.339992,0.002594,0.046949,0.001881,0.094911,0.004479,0.282921,0.000705,0.025295,0.0,0.05735,0.002575,0.081812,0.003433,80
0.111111,conformal_risk_tamp,6,0.6,0.037929,0.431264,0.038876,0.099639,0.005722,0.092996,0.003827,0.099545,0.003458,0.339304,0.00263,0.048074,0.001877,0.095498,0.00451,0.282921,0.000705,0.025295,0.0,0.056703,0.002711,0.082466,0.003326,80
0.111111,conformal_risk_tamp,7,0.535417,0.045272,0.366197,0.047451,0.099835,0.005822,0.09398,0.003794,0.10024,0.003271,0.337617,0.002253,0.046803,0.001737,0.09638,0.0044,0.282921,0.000705,0.025295,0.0,0.056879,0.002653,0.083172,0.0035,80
0.111111,conformal_risk_tamp,8,0.527083,0.039174,0.358962,0.040297,0.099609,0.005957,0.093847,0.00383,0.099078,0.003487,0.338178,0.002449,0.046959,0.00188,0.09456,0.004563,0.282921,0.000705,0.025295,0.0,0.057079,0.002845,0.082223,0.003292,80
0.111111,conformal_risk_tamp,9,0.5,0.043873,0.331481,0.043851,0.099255,0.005799,0.093758,0.003738,0.10001,0.003504,0.336952,0.002751,0.046879,0.001821,0.09558,0.004509,0.282921,0.000705,0.025295,0.0,0.056823,0.002712,0.082346,0.00343,80
0.111111,contingent_pomdp_tamp,0,0.570833,0.043786,0.444884,0.044929,0.080566,0.004695,0.079858,0.003234,0.086957,0.002478,0.433973,0.002774,0.045242,0.001835,0.077656,0.003232,0.268403,0.000672,0.030403,0.0,0.054704,0.002627,0.070995,0.002328,80
0.111111,contingent_pomdp_tamp,1,0.61875,0.040342,0.493417,0.041962,0.079851,0.004428,0.079482,0.002999,0.087005,0.002526,0.436238,0.002513,0.045596,0.001788,0.07714,0.003453,0.268403,0.000672,0.030403,0.0,0.05515,0.002715,0.071437,0.002376,80
0.111111,contingent_pomdp_tamp,2,0.6,0.044863,0.475104,0.045466,0.079467,0.004405,0.078905,0.003227,0.087401,0.002405,0.436046,0.002724,0.045549,0.001612,0.076995,0.003173,0.268403,0.000672,0.030403,0.0,0.054648,0.002675,0.071346,0.002394,80
0.111111,contingent_pomdp_tamp,3,0.595833,0.040998,0.470881,0.042186,0.079113,0.004514,0.078903,0.003128,0.087799,0.002575,0.433472,0.002785,0.045528,0.001707,0.077262,0.003341,0.268403,0.000672,0.030403,0.0,0.053713,0.002601,0.071023,0.002413,80
0.111111,contingent_pomdp_tamp,4,0.61875,0.045458,0.493343,0.046352,0.079302,0.004635,0.077962,0.003145,0.087553,0.002383,0.432437,0.002595,0.045413,0.001821,0.077681,0.003316,0.268403,0.000672,0.030403,0.0,0.054323,0.002714,0.071351,0.002546,80
0.111111,contingent_pomdp_tamp,5,0.591667,0.046088,0.464796,0.047644,0.080829,0.004537,0.079601,0.003236,0.087848,0.002584,0.432647,0.002521,0.045807,0.001753,0.077902,0.003343,0.268403,0.000672,0.030403,0.0,0.054722,0.002608,0.071479,0.002385,80
0.111111,contingent_pomdp_tamp,6,0.59375,0.043813,0.467209,0.044832,0.080595,0.00481,0.079324,0.003081,0.087134,0.002415,0.432367,0.002649,0.046019,0.001936,0.077879,0.003122,0.268403,0.000672,0.030403,0.0,0.054248,0.002656,0.071018,0.00233,80
0.111111,contingent_pomdp_tamp,7,0.55625,0.044235,0.430528,0.044995,0.080709,0.004619,0.078614,0.003327,0.087437,0.002553,0.435561,0.002037,0.04602,0.001819,0.076084,0.00321,0.268403,0.000672,0.030403,0.0,0.055086,0.002469,0.071673,0.002498,80
0.111111,contingent_pomdp_tamp,8,0.591667,0.042266,0.466369,0.042423,0.079079,0.004736,0.079887,0.003146,0.086854,0.00258,0.435295,0.002317,0.046304,0.001846,0.077038,0.003133,0.268403,0.000672,0.030403,0.0,0.054979,0.002564,0.071076,0.002414,80
0.111111,contingent_pomdp_tamp,9,0.5875,0.046115,0.460872,0.046495,0.080155,0.004698,0.079499,0.003269,0.087765,0.002498,0.432237,0.002483,0.045469,0.001792,0.078757,0.00297,0.268403,0.000672,0.030403,0.0,0.05451,0.002646,0.07148,0.002317,80
0.111111,risk_aware_tamp,0,0.577083,0.038081,0.440707,0.03886,0.080483,0.004375,0.081666,0.00332,0.09133,0.002753,0.402022,0.002082,0.040489,0.001359,0.081966,0.003501,0.300572,0.000726,0.027971,0.0,0.049424,0.001954,0.074268,0.00274,80
0.111111,risk_aware_tamp,1,0.577083,0.044615,0.441369,0.046473,0.080473,0.004667,0.081885,0.003143,0.091266,0.002792,0.402043,0.002241,0.039927,0.001446,0.080909,0.003349,0.300572,0.000726,0.027971,0.0,0.049105,0.002091,0.074619,0.002606,80
0.111111,risk_aware_tamp,2,0.566667,0.04294,0.431371,0.043073,0.080346,0.004906,0.081688,0.003291,0.091257,0.002725,0.403173,0.002642,0.039937,0.001269,0.081816,0.003497,0.300572,0.000726,0.027971,0.0,0.048352,0.002074,0.073385,0.002694,80
0.111111,risk_aware_tamp,3,0.595833,0.043786,0.460667,0.043602,0.079534,0.004742,0.083253,0.003302,0.091707,0.002698,0.402438,0.002739,0.039622,0.001343,0.081562,0.003568,0.300572,0.000726,0.027971,0.0,0.048602,0.002109,0.073943,0.002735,80
0.111111,risk_aware_tamp,4,0.5875,0.039829,0.451884,0.041838,0.080091,0.004758,0.082872,0.003357,0.090321,0.002761,0.401669,0.002742,0.039367,0.001404,0.082757,0.003637,0.300572,0.000726,0.027971,0.0,0.048433,0.002153,0.073804,0.00261,80
0.111111,risk_aware_tamp,5,0.55625,0.044235,0.420053,0.043567,0.080798,0.0047,0.08238,0.003433,0.090696,0.002825,0.401524,0.002514,0.0394,0.001334,0.082461,0.003309,0.300572,0.000726,0.027971,0.0,0.048593,0.001888,0.07492,0.002799,80
0.111111,risk_aware_tamp,6,0.585417,0.041902,0.44947,0.042878,0.080758,0.004783,0.0823,0.003275,0.091108,0.002786,0.402682,0.002593,0.039686,0.001424,0.082007,0.003431,0.300572,0.000726,0.027971,0.0,0.048682,0.002101,0.074567,0.002473,80
0.111111,risk_aware_tamp,7,0.572917,0.041027,0.43643,0.041978,0.080917,0.004723,0.08226,0.003384,0.091032,0.002808,0.401209,0.002501,0.040736,0.001476,0.082043,0.003523,0.300572,0.000726,0.027971,0.0,0.048261,0.001952,0.073575,0.002675,80
0.111111,risk_aware_tamp,8,0.614583,0.047777,0.47863,0.048601,0.08008,0.004811,0.082394,0.003244,0.091382,0.002779,0.401332,0.00275,0.039588,0.001571,0.082095,0.003364,0.300572,0.000726,0.027971,0.0,0.049282,0.001961,0.074378,0.002594,80
0.111111,risk_aware_tamp,9,0.579167,0.044247,0.442892,0.044621,0.080894,0.00477,0.082137,0.003213,0.090486,0.0028,0.403037,0.002309,0.040373,0.001391,0.082449,0.003588,0.300572,0.000726,0.027971,0.0,0.048791,0.002057,0.07398,0.002738,80
0.111111,proposed_contact_belief_tamp_v4,0,0.614583,0.042937,0.557123,0.043207,0.044728,0.002846,0.054778,0.001812,0.076628,0.001862,0.52549,0.002288,0.037633,0.001205,0.060095,0.001872,0.186383,0.000679,0.032906,0.0,0.049364,0.002189,0.062218,0.001716,80
0.111111,proposed_contact_belief_tamp_v4,1,0.6625,0.041081,0.604325,0.04223,0.044708,0.002848,0.055656,0.002055,0.076695,0.001849,0.523969,0.002228,0.038048,0.001224,0.060819,0.002083,0.186383,0.000679,0.032906,0.0,0.049098,0.002094,0.061975,0.001954,80
0.111111,proposed_contact_belief_tamp_v4,2,0.620833,0.045004,0.563616,0.04639,0.044107,0.002881,0.055304,0.001905,0.076328,0.001825,0.522164,0.002268,0.036397,0.001397,0.060288,0.002086,0.186383,0.000679,0.032906,0.0,0.049468,0.002042,0.062318,0.001765,80
0.111111,proposed_contact_belief_tamp_v4,3,0.6125,0.044928,0.554758,0.045327,0.04511,0.002581,0.055199,0.001915,0.076079,0.001749,0.525129,0.002596,0.037738,0.001233,0.060202,0.001969,0.186383,0.000679,0.032906,0.0,0.048932,0.002063,0.062441,0.001903,80
0.111111,proposed_contact_belief_tamp_v4,4,0.65,0.042545,0.5934,0.043231,0.044335,0.002788,0.055782,0.00199,0.075955,0.001884,0.523466,0.002542,0.036057,0.001254,0.060169,0.002203,0.186383,0.000679,0.032906,0.0,0.048037,0.002082,0.062606,0.001901,80
0.111111,proposed_contact_belief_tamp_v4,5,0.620833,0.04648,0.562321,0.046638,0.045069,0.002675,0.055245,0.002018,0.076139,0.002063,0.523105,0.002321,0.037914,0.001256,0.061194,0.00209,0.186383,0.000679,0.032906,0.0,0.048883,0.002015,0.062458,0.001917,80
