task,regime,split,method,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,mean_regret_to_oracle,ci95_regret_to_oracle,groups
drawer_retrieval,nominal,probe_latency,risk_aware_tamp,0.65,0.102726,0.572724,0.101107,0.030564,0.002649,0.045438,0.002451,0.067467,0.002341,0.415155,0.008961,0.031944,0.002613,0.049541,0.002757,0.309913,0.0,0.03867,0.0,0.033313,0.002036,0.052862,0.003443,0.15,0.132916,10
drawer_retrieval,nominal,sensor_dropout,risk_aware_tamp,0.666667,0.161508,0.586587,0.161741,0.031486,0.003126,0.049096,0.002949,0.074823,0.002874,0.41077,0.005927,0.02984,0.001829,0.049145,0.001983,0.308923,0.0,0.040047,0.0,0.031355,0.002786,0.062157,0.002625,0.1,0.139446,10
drawer_retrieval,nominal,heldout_combined_contact_uncertainty,risk_aware_tamp,0.45,0.098,0.370488,0.099544,0.030818,0.003432,0.045042,0.003136,0.070303,0.001781,0.412119,0.004081,0.029067,0.002318,0.05142,0.004204,0.313893,0.0,0.040025,0.0,0.03626,0.002888,0.054542,0.003503,0.333333,0.161508,10
drawer_retrieval,hidden_friction,nominal,risk_aware_tamp,0.566667,0.139446,0.453104,0.13839,0.073867,0.003684,0.07682,0.002303,0.079366,0.002333,0.408802,0.003687,0.0329,0.001526,0.065961,0.002898,0.29696,0.0,0.025795,0.0,0.038675,0.002146,0.062018,0.002333,0.25,0.148105,10
drawer_retrieval,hidden_friction,seen_shift,risk_aware_tamp,0.683333,0.123674,0.55838,0.123881,0.083738,0.00244,0.082916,0.001771,0.086831,0.001827,0.408392,0.006059,0.031409,0.002109,0.070893,0.00425,0.30622,0.0,0.029368,0.0,0.038919,0.00242,0.066563,0.002567,0.116667,0.109432,10
drawer_retrieval,hidden_friction,unseen_object,risk_aware_tamp,0.466667,0.117277,0.32751,0.118184,0.09149,0.003103,0.085612,0.002795,0.095347,0.002722,0.403163,0.006146,0.035932,0.002943,0.078688,0.002242,0.311138,0.0,0.031636,0.0,0.039726,0.001655,0.07232,0.002755,0.35,0.132916,10
drawer_retrieval,hidden_friction,unseen_contact,risk_aware_tamp,0.5,0.182206,0.351008,0.181331,0.103174,0.002871,0.092222,0.002155,0.100855,0.001613,0.408382,0.006745,0.036472,0.001498,0.080162,0.003063,0.314829,0.0,0.033534,0.0,0.039299,0.001619,0.077945,0.002903,0.25,0.163333,10
drawer_retrieval,hidden_friction,unseen_compliance,risk_aware_tamp,0.6,0.111045,0.458291,0.110205,0.092393,0.002564,0.092135,0.002401,0.097937,0.002889,0.405357,0.007293,0.035596,0.004369,0.076423,0.002247,0.315886,0.0,0.033641,0.0,0.041664,0.002616,0.075214,0.001388,0.233333,0.111045,10
drawer_retrieval,hidden_friction,probe_latency,risk_aware_tamp,0.55,0.098,0.405519,0.098631,0.094099,0.0035,0.095053,0.001415,0.097546,0.002019,0.405258,0.009341,0.034835,0.002547,0.079744,0.003826,0.31937,0.0,0.03867,0.0,0.039317,0.00243,0.075632,0.003096,0.216667,0.146495,10
drawer_retrieval,hidden_friction,sensor_dropout,risk_aware_tamp,0.433333,0.087111,0.266625,0.087085,0.107934,0.002177,0.11099,0.002734,0.117792,0.002529,0.401745,0.006482,0.037426,0.002034,0.091712,0.003111,0.320848,0.0,0.040047,0.0,0.040756,0.00244,0.090367,0.002188,0.333333,0.14609,10
drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,risk_aware_tamp,0.55,0.119778,0.385138,0.121816,0.1121,0.003171,0.103264,0.003333,0.109395,0.001931,0.401249,0.006203,0.036938,0.002157,0.084975,0.003047,0.324796,0.0,0.040025,0.0,0.042839,0.002362,0.086318,0.002983,0.166667,0.108889,10
drawer_retrieval,pose_ambiguity,nominal,risk_aware_tamp,0.633333,0.136002,0.522807,0.135874,0.064871,0.003192,0.076893,0.00367,0.08102,0.001804,0.410011,0.007606,0.033276,0.003732,0.070357,0.002608,0.297455,0.0,0.025795,0.0,0.038311,0.002969,0.062699,0.001713,0.15,0.113683,10
drawer_retrieval,pose_ambiguity,seen_shift,risk_aware_tamp,0.55,0.146495,0.420833,0.145793,0.076835,0.003375,0.084226,0.002284,0.090795,0.002698,0.402363,0.005222,0.034529,0.001563,0.079708,0.001433,0.306837,0.0,0.029368,0.0,0.040595,0.003404,0.071502,0.002807,0.3,0.152444,10
drawer_retrieval,pose_ambiguity,unseen_object,risk_aware_tamp,0.533333,0.126985,0.396526,0.128119,0.081798,0.005834,0.089446,0.002327,0.096312,0.002827,0.410903,0.005175,0.037166,0.001586,0.084076,0.00308,0.31182,0.0,0.031636,0.0,0.043074,0.002562,0.072765,0.00333,0.266667,0.111045,10
drawer_retrieval,pose_ambiguity,unseen_contact,risk_aware_tamp,0.516667,0.123674,0.37433,0.122775,0.087815,0.003477,0.093567,0.001847,0.102134,0.00315,0.410367,0.006107,0.035819,0.001609,0.084326,0.003675,0.31557,0.0,0.033534,0.0,0.041978,0.002162,0.076824,0.001332,0.266667,0.17009,10
drawer_retrieval,pose_ambiguity,unseen_compliance,risk_aware_tamp,0.633333,0.117277,0.492454,0.117196,0.083841,0.003801,0.094215,0.002969,0.101215,0.002017,0.401265,0.006368,0.033678,0.003102,0.084593,0.004182,0.316617,0.0,0.033641,0.0,0.042108,0.002488,0.076519,0.002701,0.083333,0.100391,10
drawer_retrieval,pose_ambiguity,probe_latency,risk_aware_tamp,0.516667,0.09045,0.371261,0.089451,0.084728,0.002717,0.093935,0.001966,0.102455,0.001969,0.403566,0.005349,0.035895,0.003223,0.087139,0.002514,0.320111,0.0,0.03867,0.0,0.044071,0.001515,0.079113,0.001867,0.216667,0.119778,10
drawer_retrieval,pose_ambiguity,sensor_dropout,risk_aware_tamp,0.5,0.119282,0.335539,0.120853,0.09939,0.003144,0.112616,0.002562,0.118999,0.003236,0.401112,0.004446,0.037633,0.002391,0.094086,0.002485,0.321756,0.0,0.040047,0.0,0.043745,0.003308,0.09061,0.002305,0.233333,0.130667,10
drawer_retrieval,pose_ambiguity,heldout_combined_contact_uncertainty,risk_aware_tamp,0.516667,0.113683,0.353065,0.114439,0.09965,0.002499,0.102309,0.003079,0.111881,0.002572,0.40465,0.007507,0.039972,0.001275,0.094759,0.002963,0.325647,0.0,0.040025,0.0,0.045558,0.001708,0.086586,0.002284,0.233333,0.099798,10
drawer_retrieval,compliance_ambiguity,nominal,risk_aware_tamp,0.566667,0.111045,0.443951,0.110895,0.074611,0.002415,0.081621,0.00173,0.083796,0.002618,0.40234,0.007186,0.033113,0.001936,0.077545,0.00265,0.298348,0.0,0.025795,0.0,0.042337,0.003358,0.066592,0.0018,0.183333,0.113683,10
drawer_retrieval,compliance_ambiguity,seen_shift,risk_aware_tamp,0.483333,0.113683,0.345051,0.113789,0.084856,0.003136,0.086407,0.002196,0.092703,0.001971,0.405215,0.006904,0.036739,0.003196,0.083894,0.002992,0.307961,0.0,0.029368,0.0,0.045171,0.001768,0.074431,0.002314,0.3,0.065333,10
drawer_retrieval,compliance_ambiguity,unseen_object,risk_aware_tamp,0.433333,0.17009,0.278785,0.169539,0.098378,0.002902,0.09437,0.001799,0.100197,0.002024,0.404553,0.009359,0.036681,0.001895,0.095813,0.002683,0.313064,0.0,0.031636,0.0,0.047583,0.002038,0.077525,0.00213,0.416667,0.155905,10
drawer_retrieval,compliance_ambiguity,unseen_contact,risk_aware_tamp,0.5,0.068867,0.340344,0.069234,0.100626,0.004357,0.100363,0.003025,0.106647,0.002485,0.407324,0.007994,0.039997,0.002835,0.092934,0.001636,0.316913,0.0,0.033534,0.0,0.047133,0.00215,0.083946,0.001927,0.216667,0.085045,10
drawer_retrieval,compliance_ambiguity,unseen_compliance,risk_aware_tamp,0.583333,0.087789,0.42737,0.087602,0.093594,0.003551,0.098921,0.00233,0.102367,0.003319,0.405486,0.009009,0.04173,0.002987,0.0915,0.003147,0.317965,0.0,0.033641,0.0,0.048204,0.001751,0.082581,0.001494,0.15,0.09045,10
drawer_retrieval,compliance_ambiguity,probe_latency,risk_aware_tamp,0.533333,0.136002,0.373014,0.13511,0.099987,0.002952,0.097988,0.002253,0.105064,0.003209,0.404378,0.005211,0.040185,0.002429,0.09265,0.002249,0.321477,0.0,0.03867,0.0,0.04752,0.002598,0.081495,0.002048,0.25,0.13987,10
drawer_retrieval,compliance_ambiguity,sensor_dropout,risk_aware_tamp,0.483333,0.141556,0.302586,0.140912,0.111623,0.002584,0.115079,0.002089,0.123975,0.003961,0.400842,0.004312,0.039452,0.003323,0.10739,0.002407,0.323295,0.0,0.040047,0.0,0.04836,0.001868,0.097075,0.002469,0.233333,0.130667,10
drawer_retrieval,compliance_ambiguity,heldout_combined_contact_uncertainty,risk_aware_tamp,0.583333,0.121741,0.404129,0.121,0.112638,0.004645,0.109206,0.001605,0.114914,0.00175,0.402209,0.007292,0.041699,0.003711,0.104952,0.002897,0.327191,0.0,0.040025,0.0,0.04836,0.001991,0.092307,0.003178,0.25,0.111578,10
drawer_retrieval,jamming_ambiguity,nominal,risk_aware_tamp,0.566667,0.147704,0.436367,0.146423,0.081567,0.003029,0.080299,0.001846,0.084921,0.002923,0.406924,0.00401,0.036247,0.002492,0.082296,0.002342,0.298861,0.0,0.025795,0.0,0.046699,0.002097,0.066695,0.003076,0.25,0.13987,10
drawer_retrieval,jamming_ambiguity,seen_shift,risk_aware_tamp,0.483333,0.132916,0.335149,0.13264,0.094274,0.002311,0.090886,0.00189,0.096423,0.002114,0.410403,0.006423,0.037836,0.002867,0.090938,0.003725,0.308608,0.0,0.029368,0.0,0.049358,0.00261,0.075558,0.003238,0.366667,0.136002,10
drawer_retrieval,jamming_ambiguity,unseen_object,risk_aware_tamp,0.5,0.128839,0.331574,0.130129,0.110387,0.003038,0.096727,0.002761,0.105547,0.00219,0.407798,0.004551,0.039615,0.001549,0.102226,0.004067,0.313779,0.0,0.031636,0.0,0.054344,0.00358,0.082947,0.002335,0.266667,0.099798,10
drawer_retrieval,jamming_ambiguity,unseen_contact,risk_aware_tamp,0.633333,0.144457,0.461991,0.145312,0.113106,0.003139,0.102344,0.002441,0.108785,0.001978,0.404256,0.00477,0.040022,0.002042,0.097506,0.002083,0.317684,0.0,0.033534,0.0,0.052799,0.002462,0.086101,0.002817,0.083333,0.111578,10
drawer_retrieval,jamming_ambiguity,unseen_compliance,risk_aware_tamp,0.55,0.154377,0.37737,0.154986,0.109629,0.003485,0.099156,0.002486,0.108048,0.001768,0.402898,0.00604,0.042363,0.002206,0.102193,0.003379,0.318741,0.0,0.033641,0.0,0.05444,0.003603,0.085904,0.001571,0.2,0.117277,10
drawer_retrieval,jamming_ambiguity,probe_latency,risk_aware_tamp,0.55,0.182531,0.376414,0.181318,0.109839,0.002471,0.102028,0.002171,0.11077,0.002048,0.40264,0.009907,0.038955,0.003027,0.102579,0.00263,0.322264,0.0,0.03867,0.0,0.056279,0.001686,0.08563,0.003682,0.216667,0.169041,10
drawer_retrieval,jamming_ambiguity,sensor_dropout,risk_aware_tamp,0.616667,0.098,0.424144,0.097952,0.122801,0.003397,0.119357,0.002514,0.12663,0.002172,0.401073,0.006967,0.040536,0.002706,0.113035,0.002983,0.32417,0.0,0.040047,0.0,0.053475,0.001942,0.100267,0.002195,0.083333,0.073045,10
drawer_retrieval,jamming_ambiguity,heldout_combined_contact_uncertainty,risk_aware_tamp,0.466667,0.117277,0.270046,0.117205,0.126316,0.002253,0.111336,0.003025,0.121906,0.001863,0.397388,0.006932,0.042183,0.00229,0.114601,0.001602,0.328079,0.0,0.040025,0.0,0.059934,0.001081,0.096821,0.001747,0.3,0.126985,10
drawer_retrieval,release_uncertainty,nominal,risk_aware_tamp,0.583333,0.148105,0.461652,0.148261,0.066095,0.002472,0.080143,0.002682,0.082383,0.002251,0.407139,0.005805,0.040427,0.001795,0.081703,0.002252,0.2983,0.0,0.025795,0.0,0.040892,0.003311,0.066931,0.002495,0.166667,0.128839,10
drawer_retrieval,release_uncertainty,seen_shift,risk_aware_tamp,0.616667,0.109432,0.477627,0.107506,0.075821,0.002953,0.085918,0.002668,0.095635,0.002362,0.407503,0.007432,0.043377,0.002712,0.090902,0.002027,0.307906,0.0,0.029368,0.0,0.044665,0.002539,0.075061,0.002156,0.166667,0.14609,10
drawer_retrieval,release_uncertainty,unseen_object,risk_aware_tamp,0.466667,0.117277,0.31727,0.116785,0.08331,0.00329,0.093184,0.001197,0.100982,0.001663,0.4069,0.005374,0.042789,0.002589,0.099869,0.002576,0.313004,0.0,0.031636,0.0,0.045747,0.002543,0.075559,0.002651,0.283333,0.182531,10
drawer_retrieval,release_uncertainty,unseen_contact,risk_aware_tamp,0.516667,0.149697,0.359762,0.151377,0.088694,0.003279,0.09819,0.001284,0.105731,0.001747,0.410514,0.005052,0.046752,0.001742,0.098901,0.004264,0.316842,0.0,0.033534,0.0,0.045789,0.002213,0.082028,0.002219,0.216667,0.146495,10
drawer_retrieval,release_uncertainty,unseen_compliance,risk_aware_tamp,0.583333,0.073045,0.427621,0.073775,0.085563,0.003632,0.096575,0.001706,0.105451,0.001732,0.405791,0.003158,0.045917,0.001593,0.100129,0.001901,0.317907,0.0,0.033641,0.0,0.045829,0.002311,0.080698,0.00321,0.133333,0.081485,10
drawer_retrieval,release_uncertainty,probe_latency,risk_aware_tamp,0.6,0.147704,0.442187,0.148796,0.085193,0.002534,0.098086,0.002557,0.107336,0.002063,0.408222,0.003638,0.045582,0.001929,0.101386,0.002905,0.321418,0.0,0.03867,0.0,0.047177,0.002261,0.082724,0.001579,0.133333,0.117277,10
drawer_retrieval,release_uncertainty,sensor_dropout,risk_aware_tamp,0.516667,0.157419,0.33684,0.156208,0.100131,0.002672,0.113292,0.002915,0.123539,0.002082,0.403193,0.007057,0.049195,0.002536,0.1116,0.002137,0.323157,0.0,0.040047,0.0,0.047012,0.001739,0.097488,0.001784,0.266667,0.121254,10
drawer_retrieval,release_uncertainty,heldout_combined_contact_uncertainty,risk_aware_tamp,0.533333,0.106689,0.354157,0.105647,0.101212,0.003221,0.106704,0.001158,0.116745,0.002245,0.401257,0.006733,0.048323,0.002264,0.1129,0.003126,0.327113,0.0,0.040025,0.0,0.050441,0.002023,0.089828,0.002803,0.183333,0.113683,10
drawer_retrieval,partial_observability_dropout,nominal,risk_aware_tamp,0.7,0.081485,0.567057,0.081651,0.086426,0.002916,0.092708,0.00241,0.087076,0.002765,0.407932,0.00616,0.036168,0.002181,0.078802,0.001914,0.298825,0.0,0.025795,0.0,0.043308,0.001915,0.069027,0.00308,0.15,0.09045,10
drawer_retrieval,partial_observability_dropout,seen_shift,risk_aware_tamp,0.683333,0.123674,0.531061,0.123035,0.101079,0.002629,0.102614,0.001548,0.097684,0.002307,0.407008,0.008877,0.038352,0.003117,0.086725,0.004338,0.308548,0.0,0.029368,0.0,0.045221,0.002738,0.077844,0.001177,0.083333,0.073045,10
drawer_retrieval,partial_observability_dropout,unseen_object,risk_aware_tamp,0.516667,0.123674,0.347637,0.123405,0.111499,0.003729,0.109393,0.001763,0.103836,0.001412,0.400882,0.004231,0.040181,0.002201,0.099251,0.001803,0.313712,0.0,0.031636,0.0,0.048577,0.00297,0.081675,0.002574,0.333333,0.16869,10
drawer_retrieval,partial_observability_dropout,unseen_contact,risk_aware_tamp,0.566667,0.16297,0.391451,0.162162,0.117353,0.00271,0.118523,0.003099,0.110338,0.001698,0.402666,0.004984,0.037884,0.003167,0.100508,0.001936,0.317624,0.0,0.033534,0.0,0.047618,0.002448,0.08789,0.002838,0.15,0.123674,10
drawer_retrieval,partial_observability_dropout,unseen_compliance,risk_aware_tamp,0.6,0.176924,0.426546,0.17545,0.113122,0.004082,0.114337,0.002053,0.107629,0.002711,0.401552,0.006411,0.041954,0.001923,0.09701,0.003809,0.31865,0.0,0.033641,0.0,0.049346,0.002962,0.086923,0.002568,0.183333,0.102726,10
drawer_retrieval,partial_observability_dropout,probe_latency,risk_aware_tamp,0.516667,0.132916,0.338617,0.132497,0.116739,0.004997,0.117074,0.001964,0.11094,0.002701,0.403462,0.005523,0.041737,0.001876,0.099602,0.00185,0.322173,0.0,0.03867,0.0,0.049364,0.002696,0.087521,0.002836,0.316667,0.164779,10
drawer_retrieval,partial_observability_dropout,sensor_dropout,risk_aware_tamp,0.433333,0.176924,0.231865,0.177537,0.13595,0.004525,0.140909,0.002516,0.130669,0.003179,0.40153,0.006562,0.042681,0.002874,0.107985,0.001554,0.324235,0.0,0.040047,0.0,0.047868,0.003425,0.103849,0.002978,0.366667,0.18734,10
drawer_retrieval,partial_observability_dropout,heldout_combined_contact_uncertainty,risk_aware_tamp,0.483333,0.171824,0.286802,0.172347,0.129926,0.003106,0.128116,0.001801,0.124426,0.001506,0.400461,0.00722,0.044551,0.001731,0.108322,0.001903,0.328004,0.0,0.040025,0.0,0.050075,0.002046,0.095472,0.00164,0.283333,0.154377,10
drawer_retrieval,irreversible_damage_risk,nominal,risk_aware_tamp,0.533333,0.106689,0.400283,0.107984,0.075335,0.002119,0.081165,0.002135,0.088039,0.002654,0.402668,0.006094,0.040921,0.002796,0.085284,0.003462,0.299906,0.0,0.025795,0.0,0.047984,0.003212,0.071503,0.002134,0.183333,0.113683,10
drawer_retrieval,irreversible_damage_risk,seen_shift,risk_aware_tamp,0.666667,0.068867,0.512979,0.068146,0.09038,0.002665,0.092897,0.002573,0.101577,0.003824,0.404457,0.006479,0.042396,0.002499,0.093266,0.002842,0.309931,0.0,0.029368,0.0,0.05422,0.00233,0.080667,0.002546,0.05,0.049899,10
drawer_retrieval,irreversible_damage_risk,unseen_object,risk_aware_tamp,0.483333,0.185111,0.312066,0.186264,0.103154,0.002934,0.097839,0.004372,0.107296,0.003067,0.394831,0.004642,0.044589,0.00137,0.103212,0.003271,0.315244,0.0,0.031636,0.0,0.05669,0.003507,0.085362,0.002285,0.25,0.155905,10
drawer_retrieval,irreversible_damage_risk,unseen_contact,risk_aware_tamp,0.583333,0.100391,0.405842,0.101337,0.108388,0.001297,0.105074,0.00269,0.111916,0.00153,0.399939,0.009044,0.046395,0.002175,0.103147,0.002698,0.319256,0.0,0.033534,0.0,0.055565,0.00191,0.090942,0.002165,0.2,0.117277,10
drawer_retrieval,irreversible_damage_risk,unseen_compliance,risk_aware_tamp,0.4,0.087111,0.223912,0.088344,0.101558,0.00295,0.100939,0.002234,0.110646,0.0033,0.396594,0.008877,0.048556,0.00202,0.103983,0.004025,0.320339,0.0,0.033641,0.0,0.059885,0.001309,0.089557,0.003566,0.266667,0.139446,10
drawer_retrieval,irreversible_damage_risk,probe_latency,risk_aware_tamp,0.583333,0.121741,0.406128,0.123118,0.103227,0.003471,0.102432,0.001882,0.113213,0.002155,0.39717,0.00441,0.047703,0.002405,0.10244,0.003077,0.323883,0.0,0.03867,0.0,0.058116,0.003039,0.089687,0.002136,0.2,0.106689,10
drawer_retrieval,irreversible_damage_risk,sensor_dropout,risk_aware_tamp,0.5,0.119282,0.299614,0.118882,0.119608,0.003901,0.12325,0.002267,0.133538,0.001739,0.393356,0.003621,0.048386,0.001645,0.113986,0.003216,0.325887,0.0,0.040047,0.0,0.058606,0.002066,0.104999,0.001889,0.266667,0.099798,10
drawer_retrieval,irreversible_damage_risk,heldout_combined_contact_uncertainty,risk_aware_tamp,0.583333,0.148105,0.38071,0.149448,0.121781,0.001676,0.113904,0.002318,0.124694,0.002945,0.389923,0.004089,0.051527,0.003891,0.113011,0.003605,0.329893,0.0,0.040025,0.0,0.063649,0.002783,0.102119,0.002456,0.2,0.193565,10
drawer_retrieval,branch_resource_depletion,nominal,risk_aware_tamp,0.516667,0.149697,0.383032,0.14913,0.078568,0.002802,0.080627,0.002234,0.088587,0.003204,0.403986,0.007101,0.036972,0.0025,0.085586,0.002174,0.299061,0.0,0.025795,0.0,0.048566,0.001743,0.075806,0.002538,0.283333,0.188915,10
drawer_retrieval,branch_resource_depletion,seen_shift,risk_aware_tamp,0.633333,0.160033,0.480183,0.161446,0.091794,0.001731,0.090771,0.002111,0.098794,0.003876,0.398948,0.009401,0.041374,0.002467,0.091793,0.002908,0.308862,0.0,0.029368,0.0,0.050214,0.002972,0.083926,0.001812,0.133333,0.094927,10
drawer_retrieval,branch_resource_depletion,unseen_object,risk_aware_tamp,0.616667,0.146495,0.441792,0.146887,0.106428,0.002229,0.096895,0.003165,0.108817,0.001995,0.395015,0.008309,0.046921,0.001812,0.105979,0.002969,0.31406,0.0,0.031636,0.0,0.054582,0.002349,0.087312,0.003398,0.1,0.099798,10
drawer_retrieval,branch_resource_depletion,unseen_contact,risk_aware_tamp,0.566667,0.155524,0.386632,0.156241,0.112127,0.002172,0.102504,0.002796,0.115165,0.002344,0.404912,0.005987,0.044521,0.001914,0.106326,0.002818,0.317984,0.0,0.033534,0.0,0.058608,0.002115,0.093271,0.00324,0.166667,0.14609,10
drawer_retrieval,branch_resource_depletion,unseen_compliance,risk_aware_tamp,0.5,0.108889,0.324612,0.107278,0.104634,0.003797,0.098715,0.002316,0.113271,0.002987,0.396604,0.004206,0.04374,0.00255,0.105072,0.004525,0.319049,0.0,0.033641,0.0,0.055573,0.002168,0.094361,0.00225,0.183333,0.123674,10
drawer_retrieval,branch_resource_depletion,probe_latency,risk_aware_tamp,0.516667,0.102726,0.335358,0.103001,0.107153,0.003053,0.100709,0.002694,0.11539,0.001621,0.396378,0.0073,0.044183,0.002142,0.108996,0.002984,0.322576,0.0,0.03867,0.0,0.059212,0.002468,0.095045,0.002215,0.2,0.136002,10
drawer_retrieval,branch_resource_depletion,sensor_dropout,risk_aware_tamp,0.583333,0.054444,0.381893,0.052832,0.121735,0.004575,0.123845,0.001745,0.136169,0.001348,0.391478,0.005755,0.044542,0.002245,0.115079,0.00269,0.324486,0.0,0.040047,0.0,0.058033,0.002735,0.11034,0.002404,0.216667,0.119778,10
drawer_retrieval,branch_resource_depletion,heldout_combined_contact_uncertainty,risk_aware_tamp,0.6,0.111045,0.39813,0.112286,0.124824,0.002413,0.113796,0.002583,0.12825,0.002167,0.401096,0.004089,0.04533,0.002743,0.118776,0.00227,0.328426,0.0,0.040025,0.0,0.062077,0.001595,0.105863,0.002587,0.183333,0.113683,10
drawer_retrieval,combined_contact_uncertainty,nominal,risk_aware_tamp,0.6,0.139446,0.445661,0.139365,0.099204,0.002989,0.089561,0.00301,0.092414,0.001888,0.400299,0.006216,0.041865,0.001812,0.095937,0.002259,0.300612,0.0,0.025795,0.0,0.051312,0.003548,0.075321,0.001102,0.25,0.155905,10
drawer_retrieval,combined_contact_uncertainty,seen_shift,risk_aware_tamp,0.566667,0.155524,0.387666,0.154885,0.118154,0.002694,0.105348,0.002281,0.106416,0.002624,0.399396,0.006257,0.045094,0.002266,0.107382,0.004425,0.310797,0.0,0.029368,0.0,0.052076,0.002477,0.085245,0.003126,0.283333,0.182531,10
drawer_retrieval,combined_contact_uncertainty,unseen_object,risk_aware_tamp,0.633333,0.094927,0.434554,0.094791,0.134686,0.00367,0.112065,0.003259,0.111918,0.00275,0.403164,0.008225,0.047418,0.002608,0.119933,0.00388,0.316199,0.0,0.031636,0.0,0.060428,0.002553,0.088016,0.002175,0.1,0.072229,10
drawer_retrieval,combined_contact_uncertainty,unseen_contact,risk_aware_tamp,0.466667,0.117277,0.259944,0.116851,0.144312,0.00345,0.118558,0.002302,0.119765,0.001187,0.40494,0.006055,0.047651,0.002192,0.117164,0.002846,0.320309,0.0,0.033534,0.0,0.057481,0.001989,0.096833,0.001893,0.283333,0.098,10
drawer_retrieval,combined_contact_uncertainty,unseen_compliance,risk_aware_tamp,0.5,0.161508,0.296456,0.161848,0.134831,0.00217,0.118656,0.002262,0.118626,0.002753,0.401973,0.007544,0.048707,0.002071,0.117455,0.002303,0.321345,0.0,0.033641,0.0,0.059295,0.002929,0.098379,0.003115,0.3,0.144457,10
drawer_retrieval,combined_contact_uncertainty,probe_latency,risk_aware_tamp,0.5,0.137735,0.296731,0.137962,0.13335,0.003513,0.116362,0.001877,0.119915,0.00196,0.400218,0.004602,0.048384,0.001993,0.116556,0.003702,0.324904,0.0,0.03867,0.0,0.058501,0.002161,0.097683,0.001663,0.3,0.152444,10
drawer_retrieval,combined_contact_uncertainty,sensor_dropout,risk_aware_tamp,0.55,0.119778,0.315188,0.119817,0.157786,0.001908,0.141515,0.001969,0.142694,0.002157,0.399013,0.005889,0.050047,0.00201,0.134281,0.002575,0.327313,0.0,0.040047,0.0,0.062237,0.001115,0.112281,0.002371,0.183333,0.164779,10
drawer_retrieval,combined_contact_uncertainty,heldout_combined_contact_uncertainty,risk_aware_tamp,0.55,0.154377,0.312548,0.155599,0.161575,0.002823,0.12961,0.002348,0.133259,0.003564,0.395901,0.004907,0.053114,0.001313,0.136322,0.002633,0.331093,0.0,0.040025,0.0,0.06372,0.00321,0.109054,0.002104,0.2,0.126985,10
cable_routing,nominal,nominal,risk_aware_tamp,0.683333,0.076222,0.620863,0.075931,0.0243,0.002665,0.042174,0.001547,0.056525,0.002862,0.418684,0.007421,0.031018,0.001808,0.044565,0.003019,0.290695,0.0,0.025795,0.0,0.032464,0.002973,0.04585,0.002596,0.166667,0.068867,10
cable_routing,nominal,seen_shift,risk_aware_tamp,0.55,0.129298,0.477413,0.129012,0.029641,0.002483,0.045045,0.002738,0.063841,0.00179,0.416524,0.006674,0.034439,0.001264,0.044819,0.002143,0.298445,0.0,0.029368,0.0,0.036771,0.003146,0.049332,0.002171,0.25,0.177258,10
cable_routing,nominal,unseen_object,risk_aware_tamp,0.666667,0.097393,0.593502,0.096852,0.029723,0.00438,0.043812,0.002483,0.065322,0.001973,0.415806,0.003588,0.033786,0.001949,0.045441,0.003809,0.30255,0.0,0.031636,0.0,0.032886,0.002066,0.051783,0.003416,0.083333,0.13112,10
cable_routing,nominal,unseen_contact,risk_aware_tamp,0.633333,0.126985,0.553846,0.125434,0.032954,0.003082,0.044539,0.002965,0.065416,0.002019,0.412396,0.004724,0.036048,0.00305,0.047483,0.002496,0.30546,0.0,0.033534,0.0,0.035634,0.002649,0.054115,0.002314,0.183333,0.141556,10
cable_routing,nominal,unseen_compliance,risk_aware_tamp,0.65,0.123674,0.571199,0.123304,0.029278,0.003535,0.046552,0.003088,0.065069,0.002068,0.41069,0.008791,0.038079,0.002328,0.048076,0.003861,0.306718,0.0,0.033641,0.0,0.033887,0.001758,0.053248,0.003078,0.166667,0.097393,10
cable_routing,nominal,probe_latency,risk_aware_tamp,0.55,0.085045,0.472686,0.084101,0.031204,0.003511,0.046384,0.002007,0.065457,0.001813,0.420412,0.004681,0.034185,0.002335,0.0477,0.003256,0.310069,0.0,0.03867,0.0,0.033456,0.001835,0.053678,0.002345,0.2,0.117277,10
cable_routing,nominal,sensor_dropout,risk_aware_tamp,0.433333,0.121254,0.350528,0.11926,0.03259,0.002621,0.0492,0.002969,0.076536,0.002987,0.41533,0.005239,0.034295,0.003707,0.050071,0.002879,0.309081,0.0,0.040047,0.0,0.033001,0.002488,0.06044,0.002063,0.25,0.121741,10
cable_routing,nominal,heldout_combined_contact_uncertainty,risk_aware_tamp,0.583333,0.111578,0.495923,0.111298,0.034338,0.003602,0.04687,0.003025,0.075044,0.002745,0.415393,0.005721,0.03784,0.002236,0.052075,0.001216,0.314066,0.0,0.040025,0.0,0.036767,0.002931,0.058921,0.002974,0.233333,0.111045,10
